geneID	leaf.AVG	stem.AVG	LogFC
GSCOC_T00002611001	3.55	2.25	-1.29
GSCOC_T00002612001	2.24	2.53	0.29
GSCOC_T00002614001	4.41	3.57	-0.85
GSCOC_T00002616001	6.55	6.02	-0.53
GSCOC_T00002617001	5.67	4.8	-0.87
GSCOC_T00002618001	5.67	6.19	0.52
GSCOC_T00002627001	2.28	0.99	-1.29
GSCOC_T00002628001	2.79	2.47	-0.32
GSCOC_T00002637001	4.23	3.84	-0.39
GSCOC_T00002639001	1.34	2.25	0.91
GSCOC_T00002640001	5.04	4.73	-0.31
GSCOC_T00002645001	3.05	2.44	-0.61
GSCOC_T00002647001	2.55	3.63	1.08
GSCOC_T00002649001	3.74	2.79	-0.95
GSCOC_T00002650001	3.34	2.59	-0.75
GSCOC_T00002654001	7.46	7.52	0.06
GSCOC_T00002656001	4.13	4.11	-0.03
GSCOC_T00002657001	0.14	0.75	0.61
GSCOC_T00002658001	2.13	2.78	0.66
GSCOC_T00002659001	3.12	3.75	0.63
GSCOC_T00002660001	4.95	4.98	0.03
GSCOC_T00002662001	4.7	5.29	0.59
GSCOC_T00002664001	3.62	3.48	-0.14
GSCOC_T00002665001	6.55	6.41	-0.14
GSCOC_T00002666001	5.53	5.7	0.17
GSCOC_T00002667001	4.61	4.97	0.36
GSCOC_T00002668001	1.62	3.95	2.33
GSCOC_T00002669001	4.13	3.18	-0.95
GSCOC_T00002670001	5.98	1.35	-4.63
GSCOC_T00002672001	2.83	2.84	0.01
GSCOC_T00002673001	5.42	5.02	-0.4
GSCOC_T00002676001	1.6	-1.19	-2.79
GSCOC_T00002677001	4.65	5.3	0.66
GSCOC_T00002678001	5.02	5.09	0.06
GSCOC_T00002679001	7.15	6.21	-0.95
GSCOC_T00002682001	7.3	2.1	-5.2
GSCOC_T00002683001	6.74	4.64	-2.1
GSCOC_T00002693001	5.52	6.28	0.76
GSCOC_T00002697001	4.53	4.36	-0.17
GSCOC_T00002700001	1.12	0.8	-0.32
GSCOC_T00002704001	4.28	4.05	-0.23
GSCOC_T00002753001	-0.75	1.03	1.78
GSCOC_T00002755001	0.67	1.9	1.23
GSCOC_T00002988001	1.44	1.28	-0.16
GSCOC_T00003002001	7.43	7.74	0.31
GSCOC_T00003009001	-2.33	0.9	3.23
GSCOC_T00003010001	2.34	3.11	0.77
GSCOC_T00003013001	2.22	1.52	-0.7
GSCOC_T00003022001	5.32	-0.74	-6.06
GSCOC_T00003026001	1.49	2.68	1.19
GSCOC_T00003027001	0.11	0.18	0.06
GSCOC_T00003028001	0.69	0.73	0.04
GSCOC_T00003032001	0.1	0.01	-0.09
GSCOC_T00003033001	3.24	2.6	-0.64
GSCOC_T00003034001	2.52	2.3	-0.23
GSCOC_T00003035001	7.66	6.69	-0.98
GSCOC_T00003043001	1.53	2.1	0.57
GSCOC_T00003046001	5.43	5.79	0.36
GSCOC_T00003049001	3.15	4.1	0.96
GSCOC_T00003056001	1.68	2.36	0.69
GSCOC_T00003059001	4.4	3.47	-0.93
GSCOC_T00003061001	-2.36	1.23	3.6
GSCOC_T00003064001	7.37	6.51	-0.86
GSCOC_T00003068001	1.9	0.06	-1.83
GSCOC_T00003071001	1.11	0.37	-0.74
GSCOC_T00003073001	4.6	5.9	1.3
GSCOC_T00003077001	5.16	3.85	-1.3
GSCOC_T00003079001	7.27	6.31	-0.97
GSCOC_T00003086001	6.13	6.34	0.2
GSCOC_T00003089001	3.73	3.68	-0.05
GSCOC_T00003110001	6.47	5.53	-0.94
GSCOC_T00003111001	4.96	4.86	-0.09
GSCOC_T00003112001	3.16	3.14	-0.02
GSCOC_T00003113001	4.23	4.28	0.05
GSCOC_T00003115001	0.1	2.38	2.27
GSCOC_T00003116001	4.66	4.96	0.29
GSCOC_T00003118001	6	6.83	0.83
GSCOC_T00003123001	4.1	3.95	-0.14
GSCOC_T00003124001	6.08	5.85	-0.23
GSCOC_T00003126001	3.21	3.07	-0.14
GSCOC_T00003148001	6.93	6.81	-0.12
GSCOC_T00003150001	2.37	2.36	-0.02
GSCOC_T00003155001	2.32	0.99	-1.34
GSCOC_T00003157001	2.63	0.72	-1.91
GSCOC_T00003160001	4.06	4.86	0.79
GSCOC_T00003161001	-0.25	0.73	0.98
GSCOC_T00003163001	3.74	4.73	0.99
GSCOC_T00003165001	4.84	6.56	1.73
GSCOC_T00003169001	3.61	3.43	-0.18
GSCOC_T00003170001	2.64	2.71	0.07
GSCOC_T00003171001	5.67	5.4	-0.27
GSCOC_T00003176001	0.98	1.25	0.28
GSCOC_T00003181001	3.08	1.85	-1.23
GSCOC_T00003186001	3.11	1.66	-1.46
GSCOC_T00003214001	5.44	6.2	0.75
GSCOC_T00003216001	6.33	6.6	0.28
GSCOC_T00003223001	6.05	7.37	1.33
GSCOC_T00003226001	1.31	2.67	1.35
GSCOC_T00003227001	7.92	5.3	-2.62
GSCOC_T00003228001	6.42	6.07	-0.35
GSCOC_T00003232001	2.57	0.12	-2.45
GSCOC_T00003233001	6.15	7.18	1.03
GSCOC_T00003235001	3.29	4.69	1.41
GSCOC_T00003236001	5.66	3.05	-2.61
GSCOC_T00003237001	0.16	0.7	0.53
GSCOC_T00003238001	5.02	3.68	-1.34
GSCOC_T00003246001	4.66	-0.85	-5.5
GSCOC_T00003249001	2.86	2.71	-0.16
GSCOC_T00003252001	4.78	4.25	-0.53
GSCOC_T00003255001	8.43	5.33	-3.1
GSCOC_T00003258001	2.39	2.07	-0.32
GSCOC_T00003260001	5.54	6.12	0.58
GSCOC_T00003262001	1.31	-0.59	-1.91
GSCOC_T00003271001	1.38	0.67	-0.71
GSCOC_T00003276001	1.41	1.94	0.53
GSCOC_T00003277001	4.36	4.14	-0.22
GSCOC_T00003278001	4.35	4.09	-0.26
GSCOC_T00003284001	1.2	2.4	1.2
GSCOC_T00003307001	2.31	1.61	-0.7
GSCOC_T00003314001	6.18	6.27	0.09
GSCOC_T00003317001	5.57	5.54	-0.03
GSCOC_T00003320001	-0.52	2.1	2.62
GSCOC_T00003321001	5.38	1.16	-4.22
GSCOC_T00003341001	1.18	-2.04	-3.22
GSCOC_T00003342001	0.66	1.05	0.39
GSCOC_T00003346001	-2.4	1.4	3.8
GSCOC_T00003358001	0.92	1.47	0.55
GSCOC_T00003361001	4.25	1.61	-2.64
GSCOC_T00003530001	3.83	3.08	-0.75
GSCOC_T00003540001	5.9	4.6	-1.3
GSCOC_T00003548001	5.81	5.56	-0.25
GSCOC_T00003550001	6.22	2.7	-3.52
GSCOC_T00003627001	4.72	4.18	-0.55
GSCOC_T00003628001	3.47	2.88	-0.59
GSCOC_T00003637001	2.87	-3.21	-6.07
GSCOC_T00003643001	3.66	3.68	0.02
GSCOC_T00003645001	4.64	1.85	-2.79
GSCOC_T00003649001	2.17	-3.08	-5.24
GSCOC_T00003651001	4	4.23	0.22
GSCOC_T00003654001	2.14	1.64	-0.5
GSCOC_T00003659001	4.27	3.94	-0.33
GSCOC_T00003667001	3.19	3.9	0.71
GSCOC_T00003668001	3.4	3.33	-0.06
GSCOC_T00003669001	3.55	3.78	0.23
GSCOC_T00003673001	5.71	2.65	-3.06
GSCOC_T00003674001	2.83	3.26	0.43
GSCOC_T00003681001	2.14	1.59	-0.56
GSCOC_T00003688001	5.6	5.41	-0.19
GSCOC_T00003699001	3.34	5.49	2.15
GSCOC_T00003703001	3.51	-0.29	-3.8
GSCOC_T00003711001	1.97	2.89	0.92
GSCOC_T00003712001	2.2	2.49	0.29
GSCOC_T00003714001	11.08	5.92	-5.16
GSCOC_T00003716001	2.91	2.91	0
GSCOC_T00003724001	8.01	8.22	0.2
GSCOC_T00003731001	-0.4	1.88	2.28
GSCOC_T00003733001	4.33	4.63	0.3
GSCOC_T00003738001	6.42	6.21	-0.22
GSCOC_T00003739001	3.68	3.31	-0.38
GSCOC_T00003758001	3.92	5.02	1.1
GSCOC_T00003759001	0.96	0.42	-0.54
GSCOC_T00003761001	5.3	5.59	0.29
GSCOC_T00003762001	3.87	2.74	-1.13
GSCOC_T00003766001	3.94	3.52	-0.42
GSCOC_T00003768001	2.1	5.47	3.37
GSCOC_T00003770001	6.13	6.34	0.21
GSCOC_T00003773001	4.11	3.75	-0.36
GSCOC_T00003774001	3.4	5.01	1.61
GSCOC_T00003775001	5.32	4.78	-0.55
GSCOC_T00003776001	5.75	6.27	0.52
GSCOC_T00003778001	-2.94	2.39	5.33
GSCOC_T00003781001	4.92	5.16	0.24
GSCOC_T00003782001	4.07	5.19	1.12
GSCOC_T00003783001	6.67	6.69	0.02
GSCOC_T00003784001	1.36	2.71	1.34
GSCOC_T00003788001	2.95	3.03	0.08
GSCOC_T00003789001	4.14	4.12	-0.02
GSCOC_T00003793001	4.94	5.08	0.14
GSCOC_T00003795001	3.01	3.84	0.83
GSCOC_T00003796001	4.19	3.77	-0.42
GSCOC_T00003802001	6.45	8.97	2.51
GSCOC_T00003803001	2.9	2.71	-0.19
GSCOC_T00003806001	4.62	4.57	-0.05
GSCOC_T00003808001	3.25	4.08	0.84
GSCOC_T00003812001	6.25	5.47	-0.78
GSCOC_T00003814001	-0.32	4.93	5.26
GSCOC_T00003819001	3.74	3.79	0.05
GSCOC_T00003845001	4.82	4.19	-0.63
GSCOC_T00003846001	2.96	3.06	0.1
GSCOC_T00003849001	3.28	2.24	-1.04
GSCOC_T00003852001	7.46	9.89	2.43
GSCOC_T00003853001	5.72	6.52	0.8
GSCOC_T00003854001	5.57	6.45	0.88
GSCOC_T00003860001	1.51	2.07	0.56
GSCOC_T00003861001	5.1	5.76	0.67
GSCOC_T00003863001	8.02	5.63	-2.39
GSCOC_T00003864001	2.44	2.89	0.45
GSCOC_T00003865001	3.63	4.5	0.87
GSCOC_T00003866001	5.39	5.15	-0.24
GSCOC_T00003868001	0.02	2	1.98
GSCOC_T00003870001	5.84	6.73	0.89
GSCOC_T00003872001	4.71	4.7	-0.01
GSCOC_T00003873001	0.31	2.81	2.5
GSCOC_T00003874001	2.7	2.9	0.21
GSCOC_T00003877001	5.38	5.6	0.22
GSCOC_T00003879001	8.67	10.08	1.42
GSCOC_T00003881001	6.99	5.84	-1.14
GSCOC_T00003882001	5.97	5.46	-0.51
GSCOC_T00003883001	6.49	5.73	-0.75
GSCOC_T00003885001	3.03	1.15	-1.87
GSCOC_T00003886001	4.8	4.22	-0.58
GSCOC_T00003887001	4.2	3.81	-0.39
GSCOC_T00003888001	3.72	4.52	0.79
GSCOC_T00003889001	4.71	4.8	0.09
GSCOC_T00003890001	5.85	5.44	-0.41
GSCOC_T00003891001	5.37	6.54	1.17
GSCOC_T00003893001	3.39	3.67	0.28
GSCOC_T00003895001	1.54	2.42	0.88
GSCOC_T00003896001	-0.17	3.59	3.76
GSCOC_T00003898001	4.79	4.76	-0.03
GSCOC_T00003899001	-1.9	1.91	3.81
GSCOC_T00003901001	0.15	0.74	0.58
GSCOC_T00003902001	1.82	1.4	-0.41
GSCOC_T00003903001	6.55	6.9	0.35
GSCOC_T00003906001	2.01	2.81	0.8
GSCOC_T00003908001	5.24	6.32	1.07
GSCOC_T00003911001	5.65	5.79	0.14
GSCOC_T00003912001	3.5	3.39	-0.11
GSCOC_T00003914001	5.6	5.13	-0.47
GSCOC_T00003915001	3.62	8.19	4.57
GSCOC_T00003916001	3.27	1.66	-1.61
GSCOC_T00003918001	-0.43	1.35	1.79
GSCOC_T00003920001	3.15	1.97	-1.18
GSCOC_T00003921001	5.58	5.3	-0.28
GSCOC_T00003922001	-3.21	0.9	4.11
GSCOC_T00003923001	4.21	2.86	-1.35
GSCOC_T00003924001	5.51	4.49	-1.02
GSCOC_T00003925001	4.86	4.86	-0.01
GSCOC_T00003926001	6.65	7.48	0.82
GSCOC_T00003927001	2.02	0.97	-1.04
GSCOC_T00003928001	6.62	1.5	-5.13
GSCOC_T00003932001	2.89	3.97	1.08
GSCOC_T00003934001	7.63	6.6	-1.03
GSCOC_T00003935001	4.98	5.99	1.02
GSCOC_T00003937001	0.3	4.26	3.97
GSCOC_T00003941001	3.41	3.45	0.05
GSCOC_T00003942001	5.49	7.09	1.6
GSCOC_T00003947001	3.68	4.14	0.45
GSCOC_T00003955001	4.65	4.34	-0.31
GSCOC_T00003971001	0.88	1.9	1.02
GSCOC_T00003975001	5.03	4.92	-0.1
GSCOC_T00003982001	4.5	3.63	-0.87
GSCOC_T00003991001	1.02	1.44	0.41
GSCOC_T00004004001	2.85	2.21	-0.64
GSCOC_T00004031001	0.35	0.65	0.3
GSCOC_T00004032001	4.89	4.96	0.07
GSCOC_T00004039001	4.91	5.11	0.2
GSCOC_T00004040001	4.61	4.26	-0.35
GSCOC_T00004049001	1.9	3.27	1.36
GSCOC_T00004050001	2.73	3.23	0.49
GSCOC_T00004051001	4.06	4.65	0.59
GSCOC_T00004056001	1.3	-0.54	-1.85
GSCOC_T00004060001	0.94	-0.62	-1.55
GSCOC_T00004070001	4.9	3.89	-1.01
GSCOC_T00004073001	5.19	4.27	-0.92
GSCOC_T00004074001	0.96	2.6	1.64
GSCOC_T00004076001	1.29	1.29	0
GSCOC_T00004077001	5.47	3.37	-2.09
GSCOC_T00004079001	4.83	3.79	-1.04
GSCOC_T00004080001	7.75	7.34	-0.42
GSCOC_T00004081001	4.98	5.24	0.26
GSCOC_T00004083001	3.74	4.88	1.15
GSCOC_T00004085001	4.5	4.15	-0.35
GSCOC_T00004089001	2.51	4.4	1.88
GSCOC_T00004097001	3.47	4.45	0.98
GSCOC_T00004099001	0.77	0.2	-0.57
GSCOC_T00004102001	0.76	3.65	2.89
GSCOC_T00004104001	0.42	4.56	4.14
GSCOC_T00004105001	-0.19	1.25	1.44
GSCOC_T00004107001	-1.18	1.72	2.9
GSCOC_T00004108001	5.07	4.55	-0.52
GSCOC_T00004113001	6.34	-0.41	-6.75
GSCOC_T00004115001	1.57	1.57	-0.01
GSCOC_T00004117001	-3.21	2.5	5.71
GSCOC_T00004122001	2.41	5.93	3.52
GSCOC_T00004123001	4.09	4.07	-0.02
GSCOC_T00004124001	5.48	6.24	0.76
GSCOC_T00004125001	3.42	4.76	1.34
GSCOC_T00004128001	2.95	-2.7	-5.66
GSCOC_T00004131001	4.86	4.58	-0.28
GSCOC_T00004137001	2.13	1.36	-0.77
GSCOC_T00004138001	8	6.46	-1.54
GSCOC_T00004140001	9.86	7.88	-1.98
GSCOC_T00004141001	1.01	0.31	-0.7
GSCOC_T00004142001	9.24	8.44	-0.8
GSCOC_T00004143001	3.65	1.08	-2.57
GSCOC_T00004144001	6.13	3.79	-2.35
GSCOC_T00004146001	7.23	6.3	-0.93
GSCOC_T00004148001	7.43	7.99	0.55
GSCOC_T00004149001	0.42	0.6	0.18
GSCOC_T00004150001	1.21	0.76	-0.44
GSCOC_T00004152001	2.7	6.17	3.47
GSCOC_T00004153001	5.89	5.78	-0.11
GSCOC_T00004154001	2.51	4.61	2.1
GSCOC_T00004155001	-0.01	1.12	1.13
GSCOC_T00004156001	0.36	0.61	0.24
GSCOC_T00004157001	5.81	5.48	-0.33
GSCOC_T00004158001	1.3	0.85	-0.45
GSCOC_T00004159001	3.06	3.11	0.05
GSCOC_T00004162001	-0.25	0.67	0.92
GSCOC_T00004164001	1.64	-0.73	-2.37
GSCOC_T00004181001	6.32	6.08	-0.24
GSCOC_T00004187001	-0.46	1.92	2.39
GSCOC_T00004200001	4.88	5.58	0.7
GSCOC_T00004204001	2.72	2.09	-0.63
GSCOC_T00004205001	0.57	1.3	0.73
GSCOC_T00004210001	6.79	6.86	0.06
GSCOC_T00004213001	2.84	2.71	-0.13
GSCOC_T00004214001	2.1	1.43	-0.66
GSCOC_T00004218001	0.67	0.07	-0.59
GSCOC_T00004220001	4.2	4.05	-0.15
GSCOC_T00004222001	8.88	2.84	-6.04
GSCOC_T00004224001	3.46	3.38	-0.08
GSCOC_T00004225001	2.07	2.19	0.12
GSCOC_T00004226001	2.1	0.87	-1.22
GSCOC_T00004229001	1.97	2.07	0.11
GSCOC_T00004235001	3.18	2.75	-0.44
GSCOC_T00004241001	6.14	6.32	0.19
GSCOC_T00004242001	8.02	8.3	0.28
GSCOC_T00004243001	4.8	3.74	-1.06
GSCOC_T00004251001	6.44	3.12	-3.33
GSCOC_T00004252001	1.76	1.71	-0.05
GSCOC_T00004254001	3.61	3.38	-0.23
GSCOC_T00004255001	5.58	6.16	0.58
GSCOC_T00004259001	1.72	-1.1	-2.82
GSCOC_T00004268001	7.14	6.73	-0.41
GSCOC_T00004273001	0.73	0.65	-0.08
GSCOC_T00004275001	6.9	5.8	-1.11
GSCOC_T00004279001	6.26	6.15	-0.11
GSCOC_T00004280001	4.01	3.66	-0.35
GSCOC_T00004282001	4.32	4.43	0.1
GSCOC_T00004285001	6.4	5.38	-1.01
GSCOC_T00004286001	2.33	1.54	-0.79
GSCOC_T00004289001	2.3	3.79	1.49
GSCOC_T00004290001	-0.56	0.68	1.24
GSCOC_T00004291001	2.42	4.16	1.74
GSCOC_T00004295001	1.6	1.93	0.33
GSCOC_T00004297001	-1.3	3.66	4.95
GSCOC_T00004298001	1.08	1.01	-0.07
GSCOC_T00004304001	4.59	3	-1.59
GSCOC_T00004308001	4.43	4.15	-0.28
GSCOC_T00004310001	1.22	2.43	1.21
GSCOC_T00004311001	0.64	0.91	0.28
GSCOC_T00004312001	-0.67	1.96	2.62
GSCOC_T00004313001	1.81	2.3	0.49
GSCOC_T00004314001	-0.01	1.4	1.41
GSCOC_T00004319001	0.48	1.84	1.36
GSCOC_T00004323001	1.84	0.95	-0.89
GSCOC_T00004326001	3.31	5.21	1.9
GSCOC_T00004327001	5.56	5.36	-0.21
GSCOC_T00004329001	4.94	1.99	-2.95
GSCOC_T00004333001	3.54	3.37	-0.17
GSCOC_T00004335001	4.06	5.73	1.67
GSCOC_T00004336001	6.34	6.76	0.42
GSCOC_T00004340001	1.75	5.08	3.34
GSCOC_T00004341001	5.24	5.22	-0.02
GSCOC_T00004342001	5.48	5.57	0.09
GSCOC_T00004343001	3.62	3.57	-0.06
GSCOC_T00004344001	-1.64	2.68	4.32
GSCOC_T00004345001	6.8	4.28	-2.52
GSCOC_T00004355001	1.71	-0.33	-2.03
GSCOC_T00004425001	2.64	4.76	2.12
GSCOC_T00004426001	5.01	3.14	-1.87
GSCOC_T00004430001	3.08	1.43	-1.64
GSCOC_T00004431001	3.91	2.91	-1
GSCOC_T00004432001	1.11	0.72	-0.39
GSCOC_T00004444001	4.3	3.55	-0.75
GSCOC_T00004447001	5.7	5.47	-0.23
GSCOC_T00004449001	3.79	3.16	-0.62
GSCOC_T00004454001	1.92	2.7	0.78
GSCOC_T00004456001	-0.23	5.61	5.84
GSCOC_T00004461001	1.06	-0.26	-1.32
GSCOC_T00004462001	4.89	5.92	1.03
GSCOC_T00004464001	2.05	4.78	2.72
GSCOC_T00004467001	5.35	4.46	-0.9
GSCOC_T00004468001	2.08	0.87	-1.21
GSCOC_T00004469001	1.73	2.47	0.74
GSCOC_T00004470001	1.33	2.91	1.58
GSCOC_T00004475001	3.41	3.98	0.58
GSCOC_T00004482001	5.25	4.87	-0.38
GSCOC_T00004483001	8.14	7.68	-0.45
GSCOC_T00004484001	4.52	3.37	-1.15
GSCOC_T00004490001	7.25	6.66	-0.59
GSCOC_T00004492001	2.04	1.75	-0.29
GSCOC_T00004493001	5.57	5.51	-0.07
GSCOC_T00004494001	0.55	2.14	1.59
GSCOC_T00004498001	3.26	2.73	-0.53
GSCOC_T00004499001	5.5	5.43	-0.07
GSCOC_T00004533001	-0.12	1.08	1.2
GSCOC_T00004545001	7.15	7.17	0.02
GSCOC_T00004546001	5.44	5.64	0.19
GSCOC_T00004547001	1.13	-1.75	-2.88
GSCOC_T00004549001	-2.25	1.11	3.35
GSCOC_T00004550001	3.83	3.44	-0.39
GSCOC_T00004554001	0.01	2.14	2.13
GSCOC_T00004569001	2.21	-1.97	-4.19
GSCOC_T00004579001	3.67	4	0.34
GSCOC_T00004588001	3.25	2.36	-0.88
GSCOC_T00004589001	3.62	2.29	-1.33
GSCOC_T00004593001	4.75	4.06	-0.69
GSCOC_T00004604001	1.82	0.52	-1.3
GSCOC_T00004608001	8.26	8.36	0.1
GSCOC_T00004622001	1.1	2.17	1.07
GSCOC_T00004625001	6.29	6.02	-0.27
GSCOC_T00004629001	4.53	2.84	-1.69
GSCOC_T00004630001	1.83	3.83	2
GSCOC_T00004632001	2.02	1.91	-0.11
GSCOC_T00004638001	4.18	3.79	-0.39
GSCOC_T00004653001	6.55	5.12	-1.43
GSCOC_T00004657001	5.58	5.3	-0.28
GSCOC_T00004662001	4.89	3.33	-1.57
GSCOC_T00004674001	9.95	8.33	-1.62
GSCOC_T00004675001	5.82	5.35	-0.47
GSCOC_T00004678001	3.81	3.15	-0.66
GSCOC_T00004694001	4.22	3.3	-0.92
GSCOC_T00004696001	5.26	4.48	-0.78
GSCOC_T00004699001	0.41	1.31	0.9
GSCOC_T00004703001	3.04	3.17	0.12
GSCOC_T00004706001	1.95	-1.64	-3.58
GSCOC_T00004712001	4.74	3.39	-1.35
GSCOC_T00004713001	3.29	2.83	-0.46
GSCOC_T00004719001	4.69	8.11	3.42
GSCOC_T00004720001	3.69	3.78	0.08
GSCOC_T00004721001	3.53	2.31	-1.22
GSCOC_T00004723001	4.58	1.78	-2.8
GSCOC_T00004724001	0.58	0.4	-0.18
GSCOC_T00004728001	5.61	6.7	1.09
GSCOC_T00004730001	5.65	6.29	0.63
GSCOC_T00004733001	5.45	4.93	-0.52
GSCOC_T00004734001	1.69	1.05	-0.64
GSCOC_T00004739001	5.31	4.36	-0.95
GSCOC_T00004745001	4.22	4.2	-0.03
GSCOC_T00004746001	0.42	2.68	2.25
GSCOC_T00004755001	5.74	2.82	-2.92
GSCOC_T00004760001	4.97	4.73	-0.24
GSCOC_T00004761001	2.57	2.66	0.08
GSCOC_T00004777001	1.5	1.56	0.06
GSCOC_T00004778001	1.41	2.05	0.64
GSCOC_T00004782001	6.57	6.62	0.05
GSCOC_T00004785001	7.04	6.13	-0.91
GSCOC_T00004786001	2.84	2.8	-0.04
GSCOC_T00004787001	1.68	2.22	0.54
GSCOC_T00004790001	5.22	4.86	-0.36
GSCOC_T00004802001	5.99	5.93	-0.06
GSCOC_T00004803001	-0.6	3.77	4.37
GSCOC_T00004804001	-0.65	4.72	5.38
GSCOC_T00004805001	1.71	1.18	-0.53
GSCOC_T00004812001	0.98	1.15	0.16
GSCOC_T00004818001	5.65	4.87	-0.78
GSCOC_T00004819001	-0.28	2.6	2.88
GSCOC_T00004822001	4.72	6.68	1.96
GSCOC_T00004824001	3.57	4.08	0.51
GSCOC_T00004828001	2.33	3.47	1.14
GSCOC_T00004830001	4.82	4.79	-0.03
GSCOC_T00004831001	4.25	3.77	-0.48
GSCOC_T00004833001	0.19	1.58	1.39
GSCOC_T00004840001	5.22	5.05	-0.17
GSCOC_T00004841001	6.1	5.01	-1.09
GSCOC_T00004842001	3.87	3.98	0.11
GSCOC_T00004864001	4.11	2.88	-1.23
GSCOC_T00004865001	3.39	3.33	-0.06
GSCOC_T00004867001	-0.28	2.8	3.09
GSCOC_T00004879001	2.02	1.76	-0.26
GSCOC_T00004881001	0.47	-0.41	-0.89
GSCOC_T00004898001	4.56	5.69	1.13
GSCOC_T00004902001	-3.21	1.21	4.42
GSCOC_T00004909001	4.64	6.08	1.43
GSCOC_T00004913001	-0.73	1.91	2.64
GSCOC_T00004914001	5.33	5.25	-0.08
GSCOC_T00004915001	5.29	5.02	-0.27
GSCOC_T00004916001	4.04	4.69	0.66
GSCOC_T00004918001	5.28	4.57	-0.71
GSCOC_T00004919001	6.16	6	-0.16
GSCOC_T00004920001	5.62	6.58	0.97
GSCOC_T00004922001	5.75	5.7	-0.05
GSCOC_T00004923001	6.08	5.59	-0.49
GSCOC_T00004925001	6.44	6.47	0.03
GSCOC_T00004926001	8.13	7.62	-0.51
GSCOC_T00004931001	6.5	6.98	0.48
GSCOC_T00004932001	3.63	3.86	0.24
GSCOC_T00004933001	5.57	5.61	0.04
GSCOC_T00004935001	5.69	7.61	1.92
GSCOC_T00004937001	4.54	3.71	-0.84
GSCOC_T00004938001	6.7	7.45	0.75
GSCOC_T00004939001	9.01	7.23	-1.78
GSCOC_T00004940001	1.67	4.24	2.56
GSCOC_T00004942001	6.29	5.54	-0.75
GSCOC_T00004943001	-1.34	2.59	3.93
GSCOC_T00004944001	4.48	5.11	0.63
GSCOC_T00004945001	4.11	3.86	-0.25
GSCOC_T00004947001	5.03	4.98	-0.05
GSCOC_T00004948001	6.78	6.17	-0.61
GSCOC_T00004949001	4.38	3.39	-0.99
GSCOC_T00004950001	6.69	5.64	-1.05
GSCOC_T00004951001	6.27	5.81	-0.47
GSCOC_T00004952001	1.53	0.49	-1.04
GSCOC_T00004953001	6.82	5.76	-1.06
GSCOC_T00004954001	8.49	8.02	-0.47
GSCOC_T00004955001	5.07	5.29	0.21
GSCOC_T00004957001	4.05	2.08	-1.97
GSCOC_T00004958001	6.8	4.72	-2.08
GSCOC_T00004959001	5.86	5.03	-0.83
GSCOC_T00004961001	7.47	0.21	-7.27
GSCOC_T00004963001	6.4	5.83	-0.57
GSCOC_T00004964001	7.41	7.23	-0.18
GSCOC_T00004966001	5.92	6.2	0.28
GSCOC_T00004967001	2.16	2.68	0.52
GSCOC_T00004968001	5.46	2.01	-3.45
GSCOC_T00004969001	6.68	6.57	-0.11
GSCOC_T00004971001	5	6.06	1.06
GSCOC_T00004972001	6.09	5.77	-0.32
GSCOC_T00004973001	6.68	5.55	-1.13
GSCOC_T00004974001	-0.41	4.04	4.45
GSCOC_T00004975001	7.94	6.48	-1.46
GSCOC_T00004976001	4.02	5.83	1.81
GSCOC_T00004978001	5.79	6.28	0.49
GSCOC_T00004979001	5.65	6.08	0.44
GSCOC_T00004980001	7.56	6.93	-0.63
GSCOC_T00004981001	7.53	4.4	-3.13
GSCOC_T00004982001	5.73	6.62	0.89
GSCOC_T00004983001	0.5	1.29	0.79
GSCOC_T00004984001	-0.48	0.86	1.34
GSCOC_T00004985001	6.27	6.91	0.64
GSCOC_T00004986001	0.76	4.63	3.87
GSCOC_T00004987001	6.93	6.43	-0.5
GSCOC_T00004989001	6.82	6.6	-0.21
GSCOC_T00004990001	7.68	4.15	-3.53
GSCOC_T00004991001	6.18	6.66	0.48
GSCOC_T00004992001	2.66	5.49	2.84
GSCOC_T00004993001	2.64	7.94	5.3
GSCOC_T00004994001	0.84	6.6	5.76
GSCOC_T00004997001	5.54	6.37	0.83
GSCOC_T00004998001	6.39	6.8	0.4
GSCOC_T00004999001	5.2	4.71	-0.49
GSCOC_T00005001001	4.85	5.48	0.63
GSCOC_T00005003001	3.61	3.4	-0.21
GSCOC_T00005004001	0.44	0.46	0.02
GSCOC_T00005005001	5.39	4.23	-1.15
GSCOC_T00005006001	0.35	-0.12	-0.47
GSCOC_T00005007001	3.15	3.8	0.65
GSCOC_T00005008001	5.42	5.24	-0.18
GSCOC_T00005010001	6.59	5.39	-1.2
GSCOC_T00005014001	3.67	3.81	0.14
GSCOC_T00005015001	5.2	5.39	0.19
GSCOC_T00005016001	4.18	8.54	4.36
GSCOC_T00005017001	4.37	4.27	-0.1
GSCOC_T00005018001	5.82	7.46	1.63
GSCOC_T00005020001	6.2	6.74	0.54
GSCOC_T00005021001	7.37	5.95	-1.42
GSCOC_T00005022001	6.87	7.45	0.58
GSCOC_T00005023001	1.17	3.44	2.27
GSCOC_T00005024001	4.08	3.54	-0.54
GSCOC_T00005025001	8.74	6.62	-2.12
GSCOC_T00005027001	7.92	8.58	0.66
GSCOC_T00005030001	3.26	2.74	-0.52
GSCOC_T00005031001	2.4	2.98	0.57
GSCOC_T00005032001	6.71	7.46	0.75
GSCOC_T00005033001	4.67	5.06	0.39
