geneID	L42	L41	L32	L31	S42	S41	S32	S31
GSCOC_T00001523001	2.6373123583972227	1.915156976087614	2.4248557114415275	2.9537336426600884	1.6053008173318726	1.0647764889167037	1.0018445270210548	1.165673303887632
GSCOC_T00001545001	5.593470703070773	5.786689298274476	6.300468843189948	6.344214812406724	4.423714644673192	4.841880048270553	4.495935446843078	4.503272868262424
GSCOC_T00001546001	2.1121944581145073	2.075115002143634	4.932997368472311	4.6513138215467595	-0.2559644933336821	0.035722043885044255	0.8791584467724868	-0.11223463236185503
GSCOC_T00001548001	3.897769611457036	4.113523818783289	5.193928049933226	5.333030003463977	3.661879052814624	3.3809503282047286	3.520569446898663	3.4629454385555833
GSCOC_T00001549001	4.154450224346098	3.958991221947966	3.5589646012489267	3.3658035517805107	2.886212783557678	2.60380725143287	2.8115537115418605	2.3717992251675604
GSCOC_T00001553001	6.000129215437578	6.04031937779403	6.131155216383475	6.182689518818974	8.030625351249444	8.060796921462517	7.80405042848302	7.87691098415983
GSCOC_T00001598001	3.862213465364177	4.229971002574862	3.0603977162455025	3.1880200585669067	6.349037663158356	6.443534203062303	6.455200283382293	6.596803219432513
GSCOC_T00001607001	1.6160301528872942	1.8892276518981514	1.6561487327837996	1.1854714826545643	-3.8002850522247242	-3.5171205436124784	-2.5335660068716375	-1.6358040116391381
GSCOC_T00001612001	0.44417857118529525	5.697085832576065e-4	-0.8261016264897153	-1.8947190896391186	4.084393881317613	4.029419927105003	2.4909601710545335	2.717231030465379
GSCOC_T00001628001	3.3056559011671323	3.478514743972853	4.113956456236157	4.009397620268835	-0.05392150191049013	0.9509451808166978	0.602557646036075	0.9817361920009781
GSCOC_T00001638001	5.629627362557789	5.66154140001106	4.098509926490106	4.230680427857744	2.269534713978497	2.0823669976942445	2.8765345380151435	2.818267409290258
GSCOC_T00001639001	5.719242270308063	5.561939861015811	6.54479536642418	6.479202524017854	4.396900660941923	4.442898954980303	4.843821401736864	4.722598697165961
GSCOC_T00001640001	2.370177233579733	2.5336049490616928	3.1499732969732417	3.382438763531919	2.308239079725329	1.7074920114579077	1.6482718421018199	1.5486794719244121
GSCOC_T00001641001	5.27592562185726	5.690038651881655	5.530523449950176	5.528743857283664	7.0270577222246615	7.149344916095125	7.104718989463026	7.1932685746859315
GSCOC_T00001643001	-0.34289779765690254	-0.18826623280486554	0.7813833452929426	0.6332071076696466	1.9089226767664051	1.8480960739676824	0.6079271868854795	1.0861808832295272
GSCOC_T00001650001	4.748364372814381	4.73917293865734	4.766750169131632	4.902580735005042	2.789675431426559	2.794333552305949	2.042293894911323	2.6613059722221775
GSCOC_T00001653001	6.216179568725655	6.403775912005294	4.785508415623523	4.80725775745858	0.4973968945187426	-0.1810890590392376	1.5997733466013542	2.0961646613029075
GSCOC_T00001663001	4.651031297095833	4.477774784792245	4.949724292639295	4.718351988377041	3.821767966837166	3.741311092705503	3.6865134205888435	3.174167243877988
GSCOC_T00001667001	7.208833516871872	7.298525360943178	8.29543090660896	8.344615290939913	6.6228313315478475	6.583515344835042	6.405806194548727	6.5131782213443445
GSCOC_T00001675001	3.6423221143877087	3.753837500806679	3.749339297081495	3.8087981478748336	5.777770959635699	5.5570956682822095	5.8175364597029455	5.840076594599251
GSCOC_T00001684001	3.1372032276504	2.2870914212586775	4.337485177656347	3.5389833620424747	6.997644323897987	6.53389687910539	7.1176964153667805	6.197453612183281
GSCOC_T00001708001	8.236712587475541	8.25552404261356	7.338809105675779	7.331687848848284	6.178425129087135	6.184524178897386	5.954013494291795	5.914924186894204
GSCOC_T00001791001	-5.0476758195696245	-1.1369328357321697	-0.02963304681406475	-0.5410830182006651	3.469617698635392	3.513336777455283	3.709547891221056	3.6527248415602718
GSCOC_T00001794001	5.755599431583896	5.229778889592037	3.3822101697138516	2.990965233797732	1.7937104010766671	1.5012562722493497	3.002634042604728	2.589082788612027
GSCOC_T00001817001	1.0184143539959059	1.146005323435692	1.5841874685415378	2.451052177463656	0.49738985341312814	-0.26125798255884697	-0.22619659712250448	-1.073758921721552
GSCOC_T00001819001	0.9296042189669743	0.9334561552654582	1.771462118044147	1.043880188169093	1.9984607432843042	2.4982009664815807	2.2292571092718436	2.439863577144219
GSCOC_T00001834001	4.3946386264922275	4.214749293125753	4.502415312863717	4.498011524317501	2.1189998473674443	2.3536893764728317	2.9902641400651557	2.633173630936212
GSCOC_T00001836001	7.035606688433871	7.038030247873056	6.119512089505969	6.109506350703678	5.249666343307532	5.188687725276096	5.5296214420973815	5.645082371561636
GSCOC_T00001838001	5.224954809133963	5.210022115400388	4.005455880769438	4.1521014454929865	3.002768545125453	3.167879865584758	4.044557629095662	3.757795747611756
GSCOC_T00001844001	5.269033347335286	4.757403918695184	5.154447520599176	4.591464558831493	3.16562163707467	2.971036221176713	3.86328872610419	3.225626298542917
GSCOC_T00001848001	3.8173237668618816	4.299864976939129	3.7760697532353413	3.7496510448274303	2.8762963318903205	3.025672776659435	2.689326536074985	3.029006457522461
GSCOC_T00001853001	5.67353697893556	5.381833901320943	5.086649465444464	4.875173744796211	4.048602916420772	4.165450674933517	4.496043997521658	4.128992949078416
GSCOC_T00001857001	3.4970722259091	3.7152233732861824	3.876885006155378	3.9829430353145803	1.088238142363474	1.7273308190275658	2.912416410244235	3.1405335599822
GSCOC_T00001872001	5.144227515659089	3.8933284256482295	6.542765426211403	5.616953867577548	3.903236571946006	3.08355376488549	4.089157666036965	2.7627516177274227
GSCOC_T00001883001	1.5618153109359418	2.9986347902817263	1.7903800499485556	3.192137075678477	6.22336488169108	6.18357993018156	4.7160315966945445	4.750771314249039
GSCOC_T00001952001	1.9024622844912913	0.7837093003279254	1.3216157679569231	1.1041921131893773	2.2638521996267293	2.3583849010247424	2.412159775617	2.5805235404234064
GSCOC_T00002032001	5.088032307717526	4.815707768431005	5.922445648170312	5.748332767317821	0.6808378243043325	1.2388145436477962	2.779257248570455	2.3994119091191486
GSCOC_T00002040001	6.861092274645507	6.853643120166794	6.922092164008258	6.925103339789098	5.595606689282691	5.635291700619185	5.595914091376196	5.486473980461146
GSCOC_T00002041001	1.0554488408519693	0.5746013652783545	2.228791742448027	1.6271686122703457	-0.6894310930978742	-0.25890506010445735	-0.16814834929207884	-0.8255672931896902
GSCOC_T00002044001	1.0869278003641878	1.6338953004096957	1.4717055359602562	1.9166743354973859	4.216677618042174	4.0885469476731	4.240572148219243	4.083019675551088
GSCOC_T00002063001	3.3659539671570204	3.8172649560332914	5.902536548043786	6.03798640566725	1.5336144457974852	1.3509257425508048	2.180620308539365	2.209693709487988
GSCOC_T00002095001	5.892637286021618	5.88321232664193	5.838112687645609	5.712611710523209	6.994942425555668	7.001507891889883	7.111221777215891	7.01118825386875
GSCOC_T00002098001	5.201437765468555	5.217097590134556	6.1815919187758945	6.241985697401187	3.731102840073714	3.741321573362434	3.86639917807003	3.8050179917644003
GSCOC_T00002107001	7.348130183239894	7.394182154218381	6.6432198320715425	6.646590625307755	4.579093371513692	4.366018124189251	5.413279570801767	5.374412589501024
GSCOC_T00002111001	5.8126338986754424	5.890602501415879	5.942084910477374	5.874199331351635	7.546410797551704	7.463352347353549	7.421802890633107	7.412385417751775
GSCOC_T00002121001	4.890669090323567	4.758692383062809	5.2321120055015955	5.042478265502061	4.017506942576894	4.0323690921273005	3.9811498340262497	3.54515828736427
GSCOC_T00002122001	-0.0032801227163880226	-0.5202603792777276	1.034496998383596	0.292907775481175	5.273852425720382	5.366850913598303	5.3450406348139765	5.324875195123844
GSCOC_T00002125001	-1.8777518975444663	-2.7218960812717063	-2.752100278782926	-2.742717556536178	2.3494580074343134	2.216785194490005	2.8740673465933133	2.591199615160999
GSCOC_T00002173001	-0.1759091992259792	0.15572726464654285	-2.028746554121495	-1.3064528238638906	2.396801473157331	2.544302918935843	3.399256295889033	3.3713251392815806
GSCOC_T00002191001	1.181143127237638	1.0222654007756489	3.1974351714728115	2.2840836410364695	0.2871778266437282	0.10131503982042847	0.7066878126639057	0.45967376712213853
GSCOC_T00002210001	3.3489286011455115	4.187395061886681	4.571631699766619	5.165373755078432	1.5336150995990696	1.9040797766203497	0.6601459436476661	1.73359418772944
GSCOC_T00002237001	6.282681119164831	6.33933820811056	6.106502207326549	6.142978842624566	4.882709413272392	4.865667695473411	5.068138673017167	5.109804055582896
GSCOC_T00002319001	6.654063324097762	6.621066973099588	6.875434473482765	6.819143994654297	5.507295970196739	5.653171149943224	5.784012551932643	5.734271663880364
GSCOC_T00002332001	3.2501132397334063	4.0156334406248835	2.2477249254559633	2.877215347265937	-0.24750641724336828	0.22674660414112374	0.407130991275276	1.3984063091324281
GSCOC_T00002340001	3.251532368118036	3.5891686028502847	3.529595659898731	3.1689730671358283	-5.385247839914727	-5.390541447085101	0.5622971852003261	0.3507380755034293
GSCOC_T00002343001	0.5670325353290864	0.8869094731860891	0.8086167300299721	0.06463329617477326	2.7896784115195854	2.794333237671613	3.000868874233108	2.7497745172449055
GSCOC_T00002350001	0.16177696881399178	1.1460024938319762	-5.074027857923949	-0.9771842978316828	4.132421048058324	4.405498980620969	3.590497646521196	3.6412099418431687
GSCOC_T00002359001	0.9363237594579908	0.44824674424845945	2.147838262128558	1.8347999272762052	0.409529643211078	0.33896837258755136	-0.3110424328537673	-0.9280622888341464
GSCOC_T00002364001	5.09555903633201	5.446968665392535	4.777381516406595	5.283574036319106	2.244627290643525	2.6176814971208193	2.310167447969675	2.8457508609952598
GSCOC_T00002393001	-5.0476758195696245	-5.0438244461139	-5.074027857923949	-1.89472204423958	0.3426730935973512	1.0851945090463335	0.562299178931794	0.945100462156538
GSCOC_T00002445001	1.725050329017612	0.898039007781213	1.667441834637603	1.0438770458175086	-0.2559642416961768	0.3942496999056122	0.6120535252112994	0.2930182848035069
GSCOC_T00002466001	3.5410377619966544	3.199348303990515	3.029257614501609	3.0014844812710404	2.1616486733145246	2.044085348257436	1.599771350204837	1.9356987695223529
GSCOC_T00002467001	3.4640740660864955	3.7408132000919	3.3311099103955035	3.069779235286777	5.34691907949026	5.494392086603228	5.148316196940417	5.247219155034248
GSCOC_T00002535001	3.943844922650534	3.8780103560287738	4.8223049289910636	4.581009178182987	3.297747368736053	3.3407778185824504	2.757315400621984	2.749774349262771
GSCOC_T00002539001	-2.725748013913887	-1.34338570731597	-5.074027857923949	-2.7427165419721335	0.8650266273442391	0.6755484023978374	0.41165751444231685	-0.03373759833476859
GSCOC_T00002546001	3.296620508277828	2.9277204280332954	2.6875219404523802	2.571977244028284	-0.13484603300291106	-0.8669812418979064	-0.31639345232028376	-0.22245385749271648
GSCOC_T00002569001	4.54664887896943	4.421740889484396	3.923155995968783	3.8690457778502845	5.815037176220897	5.77247861960915	5.651993681461554	5.773050934134121
GSCOC_T00002589001	4.685335193512798	4.849479695755957	5.390516322840396	5.485137064393857	6.095038762562147	6.194889940790693	6.086411311460879	6.057147627810853
GSCOC_T00002590001	5.665708920688488	5.970892999167029	4.181004192766146	4.384503363672659	2.9678996785153298	3.2056483466935046	3.5074816252855383	3.74709460361306
GSCOC_T00002593001	0.7336838760658031	2.0114562291704963	0.9032519834692819	1.6218539011084505	2.0985666978335744	2.4360066434452143	2.380462505474875	2.530059659219757
GSCOC_T00002596001	6.803682639616678	6.9537084301284855	8.291064873592582	8.504378331455944	4.618969925463346	4.807905720639466	4.485966656855994	4.451454002194624
GSCOC_T00002611001	3.8072910917175746	3.675940757022116	3.8626010040255823	2.799350501383411	2.887763004781933	1.90467819578135	2.7607809641693817	1.3515996654359619
GSCOC_T00002627001	1.7907797640316352	2.1020924859542633	2.679613116973152	2.453400231579111	0.7310755211095713	1.062800198372435	0.8034175459112292	1.1054848078142838
GSCOC_T00002668001	2.9691322697441693	3.318118182594688	-0.02963301460732244	-0.020251994615196355	4.088459178019024	3.920067287297415	3.781976145745401	3.979805252732264
GSCOC_T00002670001	5.358531660788559	5.772360025598803	6.2993808445888115	6.479835100339156	1.153911131767784	1.3509270670054097	0.9961940501599722	1.6895367312369256
GSCOC_T00002676001	2.574377484693443	2.0329929917185154	0.8567126657472324	0.7682475741594473	-2.5778963707862688	-0.34614785166405465	-1.3636983720774818	-1.8622565161604883
GSCOC_T00002682001	6.247519778231854	6.568588083577462	8.124879224546588	8.246962616198326	1.8721391624779475	1.789366568250073	2.29165104229836	2.314936626654881
GSCOC_T00002683001	6.8452474826600636	6.540669352422923	6.9157208825007555	6.6679470701784505	4.7983875720356854	4.233336571426738	4.8854922898961375	4.622290291035047
GSCOC_T00002753001	-2.2403195653579897	-0.28893401730407076	-0.9865690689312274	-0.42079049201265234	0.22946047575647388	1.5519722585674147	0.40183358564023536	1.6669977860324814
GSCOC_T00002755001	0.6247492624650586	0.5107652297564862	0.5406827814025077	0.7167147277139652	2.5034961518502565	1.7074906167232784	1.5997710654570894	1.6440985499435923
GSCOC_T00003009001	-5.0476758195696245	-5.0438244461139	-1.3735893889201596	-2.2572915847648427	0.49739349946835587	0.7592064152592998	0.8791557252322694	1.1861085643971505
GSCOC_T00003022001	5.164986668942376	5.511383891425068	5.248146340723697	5.356783862360801	-1.4783549420940212	0.11367481433586896	-1.5701459145256347	-0.9500734499596165
GSCOC_T00003026001	2.0503562996329867	1.5855303192848438	1.5258833974360086	0.6077761735747385	3.0700810961393237	2.4982024311499	3.14303670671406	1.9167178605081159
GSCOC_T00003061001	-2.725749370986066	-1.1369334803746654	-5.074027857923949	-5.064645457880624	0.9897907510994	1.5752432983831048	1.3293222258355457	0.8280606025856279
GSCOC_T00003068001	1.4914820278727356	1.399119347404528	2.065522829238261	2.497597894111499	-0.9929302781176599	-2.2206167666864154	1.2685685785787093	1.3925566210404614
GSCOC_T00003073001	4.4660511262171445	4.809487763175326	4.362681889877437	4.724885486403301	5.914532246125783	5.929696242647898	5.83989223990908	5.892023221454521
GSCOC_T00003077001	4.661849218792491	4.8732505947392415	5.516383585351587	5.558514093707346	3.8168337085154054	3.9560674922613757	3.7807675834177097	3.8235272708538495
GSCOC_T00003115001	0.9296058963243166	-0.2889363305460583	-0.029638032903616784	-0.6723270966575469	2.779658344361114	2.201915508505495	2.6302759434269958	1.7972546026481986
