geneID	logFC	AveExpr	t	P.Value	adj.P.Val	B
GSCOC_T00014050001	-1.157862e+01	1.6110406070	-5.780717736	2.804265e-04	9.922293e-04	0.8093305357
GSCOC_T00012163001	1.089574e+01	3.9958490016	10.629730150	2.402653e-06	2.780703e-05	5.3514783830
GSCOC_T00042054001	-1.075108e+01	3.7958253375	-7.970628245	2.475093e-05	1.478088e-04	3.1653358379
GSCOC_T00028945001	-1.073875e+01	0.8197498751	-7.469527484	4.114224e-05	2.196292e-04	2.6652698691
GSCOC_T00034473001	1.071218e+01	3.3543369583	9.659136396	5.284360e-06	4.830251e-05	4.5782489187
GSCOC_T00037367001	-1.064410e+01	2.5143462406	-8.597060147	1.356565e-05	9.421264e-05	3.6963976437
GSCOC_T00022211001	-1.064308e+01	3.6108637955	-10.322109672	3.063166e-06	3.295861e-05	5.1394678446
GSCOC_T00013166001	1.034504e+01	4.0708241207	8.591192348	1.364003e-05	9.448201e-05	3.7453541195
GSCOC_T00017842001	1.007395e+01	1.7220859390	11.126678585	1.643513e-06	2.123096e-05	5.5462146297
GSCOC_T00021476001	1.006341e+01	2.4412252658	16.069540402	7.264029e-08	3.165472e-06	7.8934387231
GSCOC_T00020648001	9.997799e+00	1.7054276389	13.616437177	2.998373e-07	7.367269e-06	6.8944673027
GSCOC_T00006097001	-9.936297e+00	-0.3706958462	-4.894818416	8.894388e-04	2.531790e-03	-0.3324636410
GSCOC_T00005517001	-9.787809e+00	4.6663073282	-13.635016719	2.963796e-07	7.347695e-06	7.4406789067
GSCOC_T00036968001	-9.783088e+00	0.2656489867	-3.093149184	1.308000e-02	2.444463e-02	-3.0167475503
GSCOC_T00043129001	9.693505e+00	1.2834725142	13.672702855	2.895010e-07	7.264776e-06	6.9227134036
GSCOC_T00001123001	-9.685501e+00	2.3852075925	-14.632003448	1.623317e-07	5.083914e-06	7.3866103648
GSCOC_T00042432001	9.661606e+00	-0.2231724039	11.595693057	1.164016e-06	1.713710e-05	5.8254669396
GSCOC_T00007855001	-9.515228e+00	0.7889446420	-11.578386575	1.178666e-06	1.717669e-05	5.8204067111
GSCOC_T00016359001	9.475091e+00	1.2823312174	11.308645500	1.435483e-06	1.962372e-05	5.6600643283
GSCOC_T00036969001	-9.433853e+00	1.5712554074	-2.750417999	2.274971e-02	3.926512e-02	-3.5635063286
GSCOC_T00042688001	-9.421239e+00	2.5629162684	-12.480204476	6.273918e-07	1.152771e-05	6.4446438161
GSCOC_T00022049001	9.380698e+00	0.2136441455	15.969234373	7.666141e-08	3.281781e-06	7.8588130226
GSCOC_T00033332001	-9.250772e+00	8.0398866503	-15.770294136	8.538791e-08	3.480396e-06	8.7424797192
GSCOC_T00015426001	9.241673e+00	0.1395385286	9.477861479	6.167957e-06	5.408334e-05	4.4056350946
GSCOC_T00015869001	9.228703e+00	0.1370488262	18.842720667	1.834628e-08	1.536538e-06	8.7532392477
GSCOC_T00032889001	-9.185492e+00	2.8939233516	-3.975575105	3.319246e-03	7.570394e-03	-1.7612759766
GSCOC_T00036466001	9.159365e+00	0.7131527910	9.756893442	4.866537e-06	4.572751e-05	4.6168601253
GSCOC_T00041749001	9.111964e+00	0.8726144597	10.465749589	2.732654e-06	3.051027e-05	5.1174741169
GSCOC_T00026895001	9.107928e+00	1.0012377105	12.359172569	6.811458e-07	1.211917e-05	6.2631088811
GSCOC_T00041840001	9.043928e+00	1.1819537678	13.042524514	4.321850e-07	9.147427e-06	6.6185641477
GSCOC_T00035078001	-8.969398e+00	0.4331137803	-4.788384517	1.029462e-03	2.853876e-03	-0.4793844487
GSCOC_T00042395001	8.918443e+00	2.4157908391	21.658177632	5.460848e-09	7.551342e-07	9.6094131718
GSCOC_T00040780001	8.866943e+00	0.4403994242	9.968990679	4.079804e-06	4.047374e-05	4.7692709529
GSCOC_T00025284001	-8.778965e+00	-0.1541575463	-8.411420166	1.615133e-05	1.064819e-04	3.5333122329
GSCOC_T00038032001	-8.764215e+00	7.8254732067	-19.555091149	1.329186e-08	1.292356e-06	10.5856659499
GSCOC_T00021918001	-8.751751e+00	3.5284408534	-20.716282599	8.046394e-09	9.558027e-07	10.2541162928
GSCOC_T00033814001	-8.750048e+00	-0.3840998801	-6.750535699	8.936413e-05	3.982453e-04	1.9240868271
GSCOC_T00032276001	-8.742210e+00	0.4058619549	-3.254792049	1.010755e-02	1.962839e-02	-2.7594443315
GSCOC_T00007455001	-8.737098e+00	0.0020033080	-9.441399592	6.364698e-06	5.513512e-05	4.3735147149
GSCOC_T00021937001	8.667713e+00	-0.7220884427	21.985050949	4.791683e-09	7.156091e-07	9.4319152387
GSCOC_T00037719001	-8.596922e+00	0.8579294670	-10.805630510	2.096820e-06	2.520504e-05	5.3395960979
GSCOC_T00039398001	-8.530017e+00	5.5803447510	-7.761738791	3.049715e-05	1.735734e-04	2.7248046736
GSCOC_T00020645001	8.481955e+00	-0.8192901366	18.943063839	1.751983e-08	1.499730e-06	8.7295586218
GSCOC_T00015868001	8.386765e+00	-0.2844170127	16.600303759	5.490398e-08	2.730817e-06	8.0543985192
GSCOC_T00032021001	-8.379717e+00	-0.3605463709	-11.645713303	1.122792e-06	1.672808e-05	5.8384284703
GSCOC_T00024937001	8.355903e+00	0.0411129691	8.360268113	1.695591e-05	1.107920e-04	3.4899366755
GSCOC_T00022239001	8.331019e+00	2.0909172009	6.969156073	7.015765e-05	3.290711e-04	2.1566017779
GSCOC_T00021884001	8.312479e+00	-0.9016788028	21.816852456	5.123874e-09	7.469969e-07	9.3759928497
GSCOC_T00025467001	8.300420e+00	0.2609466007	9.210458208	7.783655e-06	6.330007e-05	4.1967690512
GSCOC_T00024137001	8.294584e+00	3.6629864310	12.263377076	7.273128e-07	1.260012e-05	6.5607726187
GSCOC_T00012983001	-8.228889e+00	-0.3035120444	-9.161937300	8.124165e-06	6.489598e-05	4.1516335758
GSCOC_T00016466001	8.216975e+00	-0.9568787348	8.486228530	1.504929e-05	1.011303e-04	3.5924470560
GSCOC_T00018794001	8.203290e+00	-0.9590402227	13.710749337	2.827355e-07	7.183262e-06	6.8933588845
GSCOC_T00003637001	-8.193775e+00	-1.2471299041	-9.529316747	5.901632e-06	5.228840e-05	4.4209048883
GSCOC_T00000642001	-8.079870e+00	0.3001441829	-11.611722033	1.150626e-06	1.696674e-05	5.8278011507
GSCOC_T00034266001	-8.078370e+00	2.5427589924	-9.427087405	6.443807e-06	5.569120e-05	4.4647456694
GSCOC_T00026943001	-8.046452e+00	0.4163679680	-2.038377692	7.239666e-02	1.069639e-01	-4.6632276033
GSCOC_T00041755001	-8.045243e+00	1.0763637842	-7.383824889	4.499387e-05	2.356089e-04	2.5799427249
GSCOC_T00042532001	-8.008780e+00	1.0124051079	-16.971852013	4.535878e-08	2.483160e-06	8.1994713430
GSCOC_T00007028001	-7.982846e+00	3.6021519174	-6.053798263	2.007786e-04	7.578114e-04	0.9575419075
GSCOC_T00023933001	-7.956747e+00	1.2409726039	-4.530313191	1.477542e-03	3.859888e-03	-0.8411995668
GSCOC_T00021712001	7.948232e+00	1.1290588961	10.082497406	3.717269e-06	3.802410e-05	4.8512483158
GSCOC_T00007943001	-7.937385e+00	0.6480996586	-5.567388148	3.665964e-04	1.231310e-03	0.5466354547
GSCOC_T00008839001	-7.873049e+00	-1.4056917322	-23.016557924	3.210294e-09	5.498144e-07	9.5096144085
GSCOC_T00012796001	-7.862204e+00	2.4232761222	-9.609089981	5.513460e-06	4.984594e-05	4.6124355903
GSCOC_T00029931001	-7.840933e+00	7.6570531254	-16.376222813	6.172733e-08	2.924182e-06	9.0566595469
GSCOC_T00027397001	-7.829924e+00	5.1398212842	-15.753367608	8.617980e-08	3.502938e-06	8.7279224258
GSCOC_T00005214001	-7.777053e+00	-0.4742712499	-5.644590650	3.324792e-04	1.136554e-03	0.6471646202
GSCOC_T00019481001	7.759263e+00	5.6948831954	35.969811537	6.352940e-11	1.475382e-07	14.8053609909
GSCOC_T00007984001	-7.738154e+00	1.0871275953	-5.584308509	3.588062e-04	1.211685e-03	0.5670161840
GSCOC_T00041761001	7.720214e+00	-0.0342463271	13.079056588	4.220600e-07	9.014892e-06	6.6134881844
GSCOC_T00034989001	7.702201e+00	-1.2117018147	12.012708727	8.653758e-07	1.405991e-05	6.0226019064
GSCOC_T00015327001	7.690456e+00	-0.8172906472	18.352343676	2.306034e-08	1.668207e-06	8.5480899220
GSCOC_T00008381001	-7.677266e+00	-1.5051198394	-11.065092739	1.721302e-06	2.182966e-05	5.4497010874
GSCOC_T00005459001	-7.676968e+00	-1.5044495579	-14.661245121	1.595830e-07	5.049315e-06	7.2480711082
GSCOC_T00032609001	-7.660133e+00	-1.5101123955	-10.294292990	3.132145e-06	3.352688e-05	4.9525430898
GSCOC_T00021809001	7.656232e+00	5.5363232127	43.915873501	1.090587e-11	8.183508e-08	15.8150106697
GSCOC_T00031523001	-7.623871e+00	2.3295437290	-5.428761689	4.377844e-04	1.424287e-03	0.2755976860
GSCOC_T00007029001	-7.617351e+00	3.5126543322	-7.244295431	5.213820e-05	2.620091e-04	2.3412932783
GSCOC_T00015677001	-7.601719e+00	-1.5433280254	-9.132453852	8.339074e-06	6.604633e-05	4.1058509893
GSCOC_T00025383001	7.596635e+00	4.4791345059	32.462679529	1.569060e-10	1.541643e-07	13.5589307113
GSCOC_T00043003001	7.588241e+00	1.1036109926	7.941558416	2.547405e-05	1.511120e-04	3.1149897343
GSCOC_T00025702001	7.588068e+00	0.3879456327	6.333402802	1.440449e-04	5.815379e-04	1.4622762234
GSCOC_T00042987001	7.578782e+00	-1.2680258168	22.296536458	4.237827e-09	6.819980e-07	9.4090153968
GSCOC_T00022171001	7.550877e+00	0.2100573187	10.854052367	2.020371e-06	2.452294e-05	5.3619430029
GSCOC_T00007195001	-7.544644e+00	0.1626742366	-4.710218965	1.147352e-03	3.122269e-03	-0.5827337944
GSCOC_T00004117001	7.530303e+00	-1.2885692840	14.643638851	1.612318e-07	5.075674e-06	7.2669063233
GSCOC_T00008812001	-7.522478e+00	-1.5806331794	-19.858493542	1.162661e-08	1.179596e-06	8.8363721049
GSCOC_T00009824001	-7.518239e+00	2.8462641110	-4.332860324	1.960884e-03	4.889246e-03	-1.3354498508
GSCOC_T00021947001	-7.518121e+00	0.2070889672	-10.599587263	2.459853e-06	2.832852e-05	5.1919609746
GSCOC_T00028934001	-7.465359e+00	3.9661879633	-12.252338611	7.328515e-07	1.263638e-05	6.6169221502
GSCOC_T00014416001	-7.464543e+00	-0.0265642840	-7.110166147	6.019322e-05	2.917617e-04	2.3017562626
GSCOC_T00014124001	7.440921e+00	2.1374934968	9.572033618	5.690155e-06	5.094668e-05	4.5577453120
GSCOC_T00036186001	7.410810e+00	0.5377921587	13.688400214	2.866882e-07	7.232290e-06	6.9134082679
GSCOC_T00004961001	-7.374689e+00	3.7844064246	-9.824533882	4.598809e-06	4.398082e-05	4.7924266795
GSCOC_T00028767001	-7.361175e+00	-1.6566531987	-4.740676246	1.099774e-03	3.018316e-03	-0.5228162573
GSCOC_T00009889001	-7.359138e+00	-1.6618420897	-15.905384862	7.934938e-08	3.336248e-06	7.6907908483
GSCOC_T00027117001	7.345177e+00	-0.0098659502	9.018496890	9.230619e-06	7.071826e-05	4.0387461657
GSCOC_T00011866001	-7.343798e+00	-0.4818362348	-12.632859287	5.661775e-07	1.083807e-05	6.3625009206
GSCOC_T00035767001	7.334414e+00	-0.4168952636	11.922727631	9.218181e-07	1.454513e-05	5.9901230999
GSCOC_T00026648001	7.331603e+00	-0.8312278948	3.235693798	1.041880e-02	2.014272e-02	-2.7730551858
GSCOC_T00024295001	-7.331165e+00	1.8239114410	-11.691576891	1.086410e-06	1.635572e-05	6.0489090148
GSCOC_T00024141001	-7.326134e+00	-0.0779401823	-7.233246105	5.275498e-05	2.638861e-04	2.4267539474
GSCOC_T00023237001	-7.319415e+00	0.3934156845	-7.959102837	2.503489e-05	1.490754e-04	3.1279356442
GSCOC_T00036725001	7.318506e+00	3.9762840922	30.770564780	2.513642e-10	2.132940e-07	13.0416642532
GSCOC_T00029467001	-7.298606e+00	-1.1095665712	-6.727588229	9.169246e-05	4.060456e-04	1.8988951766
GSCOC_T00040698001	-7.287487e+00	-1.2962384553	-16.631003286	5.403616e-08	2.715444e-06	7.9633937774
GSCOC_T00041375001	7.277892e+00	1.6985704071	11.614571071	1.148264e-06	1.695604e-05	5.9239931858
GSCOC_T00039081001	7.275410e+00	-0.8524857316	4.878602436	9.093765e-04	2.579141e-03	-0.3450508238
GSCOC_T00018393001	-7.266155e+00	0.0384265085	-2.463370051	3.631389e-02	5.881042e-02	-4.0016489675
GSCOC_T00036644001	7.261073e+00	-0.2640178343	11.982227002	8.840560e-07	1.424047e-05	6.0264158856
GSCOC_T00023320001	7.260919e+00	-1.4236891649	16.260474307	6.561659e-08	3.032006e-06	7.8515920282
GSCOC_T00030210001	7.243674e+00	-0.8527826940	13.318593072	3.618343e-07	8.148037e-06	6.6970572494
GSCOC_T00007916001	-7.242587e+00	1.1369143149	-11.031119613	1.765949e-06	2.228988e-05	5.5015962382
GSCOC_T00022662001	7.223819e+00	1.0358195658	11.235810218	1.515037e-06	2.027434e-05	5.6092484249
GSCOC_T00016793001	-7.218337e+00	-0.0180821089	-4.945373394	8.302463e-04	2.395153e-03	-0.2585247694
GSCOC_T00038326001	-7.214821e+00	-0.9410508784	-9.640640956	5.367781e-06	4.892858e-05	4.5000200937
GSCOC_T00035070001	-7.214667e+00	2.5660627276	-8.885185341	1.040930e-05	7.748040e-05	4.0093061174
GSCOC_T00025626001	-7.206129e+00	-0.1404195031	-3.867712617	3.904579e-03	8.666112e-03	-1.8012328751
GSCOC_T00005757001	-7.196836e+00	-0.5829374925	-12.994504637	4.459055e-07	9.290361e-06	6.5385822149
GSCOC_T00039425001	-7.185034e+00	1.8913983781	-12.630851496	5.669384e-07	1.083807e-05	6.6357651375
GSCOC_T00011295001	7.182681e+00	1.3288601272	8.571195493	1.389690e-05	9.558852e-05	3.6773856904
GSCOC_T00035361001	7.173452e+00	-1.4719295257	20.966532171	7.247131e-09	8.959565e-07	9.1045120220
GSCOC_T00042344001	7.152246e+00	-1.4774956121	11.279201861	1.467073e-06	1.988588e-05	5.5816666877
GSCOC_T00005322001	7.148851e+00	-1.0913783073	11.876519087	9.523771e-07	1.480396e-05	5.9414565854
GSCOC_T00009437001	-7.142672e+00	1.0250951057	-3.433195737	7.627994e-03	1.537790e-02	-2.4851419534
GSCOC_T00024872001	-7.138936e+00	2.2302269720	-15.564008330	9.561657e-08	3.765760e-06	8.2047371941
GSCOC_T00031081001	7.123904e+00	-1.4948946018	20.490346917	8.852756e-09	1.008281e-06	8.9976007851
GSCOC_T00011727001	7.116429e+00	-1.1024616457	16.050960481	7.336712e-08	3.177767e-06	7.7963865458
GSCOC_T00015782001	-7.108587e+00	-0.1993771704	-9.871613735	4.422065e-06	4.292829e-05	4.6805494695
GSCOC_T00023291001	-7.099837e+00	3.7242426775	-13.894276433	2.524684e-07	6.666307e-06	7.6399438458
GSCOC_T00004128001	-7.094961e+00	-0.6166683071	-3.344631799	8.768074e-03	1.735763e-02	-2.5997427395
GSCOC_T00029356001	7.091007e+00	-0.1396706020	11.568973445	1.186720e-06	1.725365e-05	5.7906712624
GSCOC_T00017119001	-7.090347e+00	-1.7974654743	-18.841976324	1.835257e-08	1.536538e-06	8.5357419892
GSCOC_T00026370001	7.090072e+00	-1.5099386522	14.282699099	1.995620e-07	5.830083e-06	7.0914015788
GSCOC_T00010453001	7.087862e+00	1.4534172563	5.984576795	2.183208e-04	8.094564e-04	1.0469156124
GSCOC_T00003649001	-7.084341e+00	-1.4065600044	-6.389665722	1.348948e-04	5.535756e-04	1.5288364643
GSCOC_T00035849001	7.065688e+00	-0.1523375692	12.065439766	8.340832e-07	1.369452e-05	6.0729399622
GSCOC_T00035438001	7.060105e+00	4.4497935589	20.555233910	8.612350e-09	1.004846e-06	10.7501380464
GSCOC_T00027870001	7.051632e+00	-0.9578382604	8.770594807	1.155574e-05	8.348394e-05	3.8253074047
GSCOC_T00034425001	7.043638e+00	1.0680640566	7.388527715	4.477256e-05	2.345157e-04	2.5843719065
GSCOC_T00015084001	-7.026704e+00	0.4688932919	-10.052568700	3.809277e-06	3.875291e-05	4.8184721438
GSCOC_T00034088001	-7.022273e+00	1.2028091928	-5.183631514	6.031195e-04	1.843628e-03	0.0322666941
GSCOC_T00040544001	7.014038e+00	-1.5472216881	14.712558365	1.548834e-07	4.967979e-06	7.2629192426
GSCOC_T00036679001	7.000358e+00	-0.1881038759	9.685895555	5.166187e-06	4.760236e-05	4.5487476086
GSCOC_T00008903001	6.991198e+00	4.5811206990	33.297930359	1.254458e-10	1.515290e-07	13.9894423406
GSCOC_T00014653001	-6.987668e+00	4.6480055482	-13.722220134	2.807303e-07	7.149622e-06	7.5675437902
GSCOC_T00039986001	6.983442e+00	-0.9835185338	13.518085495	3.189015e-07	7.612855e-06	6.7794748872
GSCOC_T00021916001	6.941271e+00	3.2791779481	20.862103184	7.569414e-09	9.116505e-07	10.4856720667
GSCOC_T00038053001	6.937364e+00	1.7472746935	17.296841620	3.850423e-08	2.281895e-06	8.6085133270
GSCOC_T00004113001	-6.933578e+00	2.8755397683	-7.990068288	2.427995e-05	1.456953e-04	3.1453909317
GSCOC_T00040361001	6.926691e+00	-0.0116123475	9.918148703	4.254705e-06	4.175964e-05	4.7195518785
GSCOC_T00035513001	-6.902620e+00	2.0207023599	-5.236665887	5.623243e-04	1.742319e-03	0.0185204284
GSCOC_T00023046001	-6.900790e+00	0.3967403537	-3.022448300	1.465200e-02	2.695609e-02	-3.1188753565
GSCOC_T00041924001	-6.900388e+00	-0.5181551383	-10.332404956	3.038063e-06	3.278298e-05	4.9942522934
GSCOC_T00026740001	-6.894543e+00	-1.3179066087	-5.270385540	5.379451e-04	1.680448e-03	0.1822060781
GSCOC_T00023060001	6.892124e+00	1.8563865181	15.176927465	1.186867e-07	4.260851e-06	7.8500308902
GSCOC_T00037002001	-6.885487e+00	3.9949128620	-26.271452063	1.008080e-09	3.514004e-07	12.4448043582
GSCOC_T00027131001	6.881563e+00	-1.6165598577	17.395057615	3.666522e-08	2.222293e-06	8.1801077355
GSCOC_T00032097001	6.864881e+00	1.2272111508	9.400716685	6.592422e-06	5.647882e-05	4.3578497296
GSCOC_T00041657001	6.858793e+00	0.1450090929	9.259627551	7.454570e-06	6.160332e-05	4.2287354147
GSCOC_T00024493001	6.846970e+00	3.8069975023	32.742608326	1.454781e-10	1.515290e-07	13.4236602897
GSCOC_T00010091001	-6.844249e+00	2.6379712337	-6.010192669	2.116419e-04	7.907628e-04	0.9466515680
GSCOC_T00003778001	6.838881e+00	-1.0564686765	13.578614206	3.070152e-07	7.462707e-06	6.8003673878
GSCOC_T00024197001	6.832782e+00	2.9995029941	8.262492463	1.861937e-05	1.188330e-04	3.4204725027
GSCOC_T00025036001	-6.826068e+00	4.3218509684	-10.949338618	1.878765e-06	2.321164e-05	5.6543135832
GSCOC_T00011324001	-6.823499e+00	-0.2451991292	-9.787705663	4.742504e-06	4.497058e-05	4.6168503933
GSCOC_T00012633001	6.820521e+00	1.9858257500	15.442442406	1.022766e-07	3.868113e-06	8.0240337432
GSCOC_T00027035001	6.818534e+00	-1.6334604076	5.269433517	5.386175e-04	1.682267e-03	0.1814401598
GSCOC_T00015908001	6.815564e+00	1.3592619104	3.773027730	4.508736e-03	9.816781e-03	-1.9875614693
GSCOC_T00029158001	-6.812835e+00	4.2574571866	-5.784846603	2.789929e-04	9.888437e-04	0.4247262609
GSCOC_T00010661001	-6.802081e+00	-0.3580195032	-6.164901872	1.757489e-04	6.798343e-04	1.2714770364
GSCOC_T00026542001	6.776469e+00	0.8150601463	11.904085924	9.340139e-07	1.463994e-05	5.9986266076
GSCOC_T00001256001	-6.715433e+00	-1.3258169562	-5.323816554	5.016257e-04	1.589333e-03	0.2518207749
GSCOC_T00000823001	-6.704676e+00	0.9125207712	-7.639666441	3.452375e-05	1.906773e-04	2.8338802414
GSCOC_T00014503001	-6.700056e+00	1.1394656747	-3.462846310	7.281879e-03	1.480807e-02	-2.4797461427
GSCOC_T00032297001	-6.698583e+00	3.0797953271	-2.977993887	1.573899e-02	2.866772e-02	-3.5815719743
GSCOC_T00032913001	6.693972e+00	4.0495707241	17.314656041	3.816321e-08	2.268888e-06	9.4096210607
GSCOC_T00039563001	6.686570e+00	3.5968569944	10.617297211	2.426066e-06	2.800854e-05	5.4367635491
GSCOC_T00023241001	6.683377e+00	-1.1385404195	9.779580931	4.774868e-06	4.508712e-05	4.5972973825
GSCOC_T00022069001	6.669555e+00	1.1665630793	9.861004970	4.461227e-06	4.301766e-05	4.7076435548
GSCOC_T00036192001	6.666621e+00	2.3549599741	9.373811620	6.747954e-06	5.746843e-05	4.4291832722
GSCOC_T00042096001	6.661451e+00	-1.1389109828	6.556669066	1.112724e-04	4.762867e-04	1.7135560631
GSCOC_T00035769001	6.659571e+00	0.2494107862	9.019566354	9.221779e-06	7.071826e-05	4.0388137556
GSCOC_T00023709001	6.658598e+00	-0.9383549407	11.917508447	9.252148e-07	1.454513e-05	5.9610847041
GSCOC_T00013843001	-6.649135e+00	-0.4635301074	-4.650714847	1.246811e-03	3.346100e-03	-0.6568476929
GSCOC_T00032900001	-6.646646e+00	2.3705691233	-6.083640438	1.936948e-04	7.365848e-04	1.0553598975
GSCOC_T00013839001	6.640645e+00	-0.7587533799	12.954342042	4.577518e-07	9.406544e-06	6.5121485612
GSCOC_T00030204001	6.634187e+00	-0.5829166068	10.653913974	2.357824e-06	2.746852e-05	5.2096793520
GSCOC_T00033684001	6.625628e+00	1.3138016488	8.863904371	1.061237e-05	7.833597e-05	3.9454943416
GSCOC_T00024672001	-6.619983e+00	1.0302425358	-5.048906151	7.218649e-04	2.136189e-03	-0.1466593029
GSCOC_T00033363001	6.618740e+00	1.2522883491	18.371163624	2.285638e-08	1.668207e-06	8.7576634988
GSCOC_T00025369001	6.598791e+00	-1.7659789093	8.613439709	1.336038e-05	9.334266e-05	3.6775910388
GSCOC_T00028621001	6.595148e+00	-1.7591272176	16.701314284	5.210538e-08	2.650418e-06	7.9365460016
GSCOC_T00025132001	-6.593928e+00	-1.4633680619	-10.385275927	2.912675e-06	3.185503e-05	4.9962628314
GSCOC_T00028154001	-6.590149e+00	2.2249287011	-7.836823173	2.827836e-05	1.635886e-04	3.0188248630
GSCOC_T00027177001	6.578354e+00	-1.3725739016	15.232073377	1.150517e-07	4.190527e-06	7.4615004530
GSCOC_T00039141001	-6.577341e+00	-1.4750093603	-8.315084032	1.770338e-05	1.143553e-04	3.4245852561
GSCOC_T00031499001	6.574139e+00	5.1387661808	37.788018096	4.111933e-11	1.096594e-07	15.1955766627
GSCOC_T00031491001	6.568602e+00	5.2984393377	28.885658971	4.382672e-10	2.597583e-07	13.5353023525
GSCOC_T00016052001	6.566582e+00	-0.2798062454	9.903027390	4.308308e-06	4.213070e-05	4.7020398375
GSCOC_T00013169001	6.554366e+00	5.8990392683	28.336886526	5.187308e-10	2.645643e-07	13.5301251812
GSCOC_T00000098001	-6.553086e+00	-1.4856545486	-11.945977417	9.068539e-07	1.435890e-05	5.9351049579
GSCOC_T00026259001	6.551513e+00	-0.8571318761	9.732016778	4.969290e-06	4.642979e-05	4.5676606553
GSCOC_T00022554001	-6.540378e+00	0.7674777622	-7.810194754	2.904428e-05	1.669445e-04	2.9930086345
GSCOC_T00036333001	-6.529257e+00	-1.6779806946	-6.883594481	7.707590e-05	3.553600e-04	2.0612092020
GSCOC_T00032649001	-6.525352e+00	0.2088600532	-7.668285781	3.352990e-05	1.866862e-04	2.8530669572
GSCOC_T00039993001	-6.519728e+00	4.3713720369	-17.134411261	4.177448e-08	2.408247e-06	9.4210699528
GSCOC_T00035017001	-6.512983e+00	-2.0870766726	-12.015284751	8.638173e-07	1.405039e-05	5.9256792705
GSCOC_T00019050001	6.512193e+00	0.6343767086	6.985141255	6.894210e-05	3.245930e-04	2.1728656523
GSCOC_T00036334001	-6.502947e+00	-1.6925000738	-11.364172836	1.377936e-06	1.913936e-05	5.5916894015
GSCOC_T00025338001	-6.500165e+00	-0.3520203066	-7.294347532	4.944158e-05	2.523860e-04	2.4860680429
GSCOC_T00023422001	-6.460243e+00	4.3870721452	-7.678511024	3.318246e-05	1.852977e-04	2.6301642425
GSCOC_T00017796001	6.442717e+00	0.7457032607	10.213871560	3.341409e-06	3.505633e-05	4.9346167252
GSCOC_T00019440001	6.423243e+00	-1.8466796246	18.344611744	2.314472e-08	1.668207e-06	8.3928379118
GSCOC_T00029224001	6.421398e+00	0.8886755722	7.475462163	4.088924e-05	2.187073e-04	2.6694062235
GSCOC_T00033338001	-6.420850e+00	-2.1321021533	-17.235271728	3.970916e-08	2.331103e-06	7.9932793461
GSCOC_T00018946001	-6.420004e+00	-1.3300854739	-5.512851715	3.929804e-04	1.303742e-03	0.4924664895
GSCOC_T00026638001	-6.419395e+00	1.2630654594	-18.196056649	2.483428e-08	1.712699e-06	8.9119916713
GSCOC_T00018686001	-6.415211e+00	-2.1335532257	-14.179917190	2.122515e-07	6.038899e-06	6.9316977245
GSCOC_T00031558001	-6.402335e+00	0.6451669561	-7.261362055	5.120102e-05	2.585395e-04	2.4565294870
GSCOC_T00042109001	6.397645e+00	-0.2745513388	8.749562049	1.178091e-05	8.458690e-05	3.8122345818
GSCOC_T00029494001	-6.392840e+00	4.5830563792	-18.658112977	1.998225e-08	1.611165e-06	10.1426602290
GSCOC_T00038722001	6.382915e+00	-0.0139966227	8.474378591	1.521820e-05	1.019352e-04	3.5825710917
GSCOC_T00025151001	6.377383e+00	1.5119246630	13.612499370	3.005759e-07	7.370831e-06	7.0878346662
GSCOC_T00038054001	6.371345e+00	1.4470139466	15.263602495	1.130291e-07	4.159089e-06	7.8219164682
GSCOC_T00006888001	-6.352274e+00	9.0853345581	-14.005947466	2.358186e-07	6.391364e-06	7.6461261527
GSCOC_T00030690001	6.340359e+00	1.4367433193	9.142386068	8.265984e-06	6.560774e-05	4.1974817215
GSCOC_T00037261001	-6.339866e+00	-0.2169271895	-7.295435938	4.938467e-05	2.522334e-04	2.4873708078
GSCOC_T00016475001	6.339300e+00	0.9728968562	8.530297341	1.443899e-05	9.833893e-05	3.6445253856
GSCOC_T00021049001	6.328377e+00	-0.5228613655	9.839379823	4.542248e-06	4.359624e-05	4.6498338442
GSCOC_T00018998001	6.326041e+00	-0.2700286706	8.411267704	1.615367e-05	1.064819e-04	3.5257097160
GSCOC_T00040099001	6.324930e+00	1.4944288676	7.000534464	6.779333e-05	3.203964e-04	2.1839459477
GSCOC_T00034028001	-6.312041e+00	4.6734825747	-5.090353198	6.828471e-04	2.041215e-03	-0.6473852923
GSCOC_T00018186001	-6.305470e+00	0.6625553374	-10.157275751	3.497923e-06	3.621699e-05	4.9057045925
GSCOC_T00034025001	-6.298399e+00	0.9179523329	-4.245935722	2.225042e-03	5.425430e-03	-1.2814181585
GSCOC_T00034799001	-6.298155e+00	-1.2689705915	-6.962463474	7.067353e-05	3.312581e-04	2.1445992359
GSCOC_T00017784001	6.289715e+00	-1.9171189662	12.611835039	5.742013e-07	1.089246e-05	6.2637560060
GSCOC_T00003022001	-6.283803e+00	2.1745501589	-16.842930765	4.844455e-08	2.540345e-06	8.8606332203
GSCOC_T00028630001	-6.282052e+00	6.1291516748	-42.995273576	1.315113e-11	8.183508e-08	16.5935194799
GSCOC_T00029533001	-6.280082e+00	4.0201009434	-25.695731406	1.224294e-09	3.790572e-07	12.4525703855
GSCOC_T00042274001	6.274990e+00	1.8049645197	4.988977317	7.825987e-04	2.277050e-03	-0.2989874716
