geneID	logFC	AveExpr	t	P.Value	adj.P.Val	B
GSCOC_T00019421001	-3.579002e-01	5.1053515222	-3.191521118	1.117745e-02	2.140536e-02	-4.0950961729
GSCOC_T00029911001	-3.576984e-01	4.6559366395	-2.018979476	7.469049e-02	1.099330e-01	-5.9142780192
GSCOC_T00027586001	3.575614e-01	4.1799840280	2.737291625	2.324028e-02	3.997876e-02	-4.6530067679
GSCOC_T00042369001	3.574600e-01	6.1007831342	3.949346837	3.452448e-03	7.820946e-03	-2.9457004916
GSCOC_T00003046001	3.574320e-01	5.6066305953	2.859605153	1.905655e-02	3.374996e-02	-4.6990601179
GSCOC_T00017638001	-3.574122e-01	4.1493271319	-1.545392572	1.571274e-01	2.096080e-01	-6.4930626261
GSCOC_T00014384001	-3.573515e-01	1.9266866603	-1.645760661	1.347000e-01	1.836934e-01	-5.8404533167
GSCOC_T00027166001	3.573469e-01	8.3296542260	1.459436326	1.789172e-01	2.345195e-01	-6.7035112716
GSCOC_T00037030001	3.572629e-01	7.2887180739	2.903567023	1.774808e-02	3.170538e-02	-4.5786645496
GSCOC_T00034787001	3.572598e-01	5.4799132917	2.461350261	3.643371e-02	5.898400e-02	-5.3399091772
GSCOC_T00016920001	-3.572302e-01	3.3213333770	-2.313674199	4.634791e-02	7.268948e-02	-5.1505364156
GSCOC_T00032212001	-3.571636e-01	4.7605385231	-3.521234562	6.647542e-03	1.368508e-02	-3.4924512052
GSCOC_T00029249001	-3.571336e-01	3.6402500409	-2.158741622	5.960975e-02	9.036093e-02	-5.4698137960
GSCOC_T00020182001	3.570359e-01	4.5602087738	3.216361446	1.074402e-02	2.066873e-02	-3.9449624863
GSCOC_T00029212001	3.569752e-01	2.2745084294	1.833199520	1.004563e-01	1.422851e-01	-5.6464442652
GSCOC_T00026188001	3.569139e-01	0.1862875857	0.785163027	4.528091e-01	5.217619e-01	-6.3882418962
GSCOC_T00035277001	-3.567770e-01	4.9982216513	-1.783110859	1.087171e-01	1.523443e-01	-6.3333566783
GSCOC_T00030474001	-3.566839e-01	3.4059567820	-2.039500443	7.226599e-02	1.068056e-01	-5.6005408853
GSCOC_T00043132001	-3.566527e-01	5.5987900104	-2.099840725	6.556746e-02	9.810158e-02	-5.9383525218
GSCOC_T00042155001	3.566292e-01	0.8667935938	0.610226729	5.570134e-01	6.204252e-01	-6.6732321187
GSCOC_T00018065001	-3.565446e-01	6.1448071444	-2.391760598	4.081158e-02	6.510045e-02	-5.4988256452
GSCOC_T00010496001	3.565064e-01	4.5859497188	1.161204607	2.758399e-01	3.414935e-01	-7.0580617126
GSCOC_T00036241001	3.564919e-01	4.6229924279	2.044796140	7.165269e-02	1.059747e-01	-5.8607866043
GSCOC_T00019008001	3.564864e-01	2.8844658788	1.826964750	1.014516e-01	1.434263e-01	-5.7953956289
GSCOC_T00015981001	-3.563475e-01	3.4662793350	-2.629737850	2.768631e-02	4.653774e-02	-4.6720635980
GSCOC_T00001343001	3.563404e-01	1.7235925995	0.962687842	3.612010e-01	4.305811e-01	-6.6017246552
GSCOC_T00002422001	-3.563250e-01	8.1263300929	-2.067674447	6.906014e-02	1.026118e-01	-5.8468410742
GSCOC_T00033448001	-3.562513e-01	3.9001916152	-1.419736217	1.898451e-01	2.467127e-01	-6.6006841231
GSCOC_T00028779001	-3.562485e-01	4.0407876375	-2.397299014	4.044478e-02	6.458710e-02	-5.1837393201
GSCOC_T00029409001	-3.562307e-01	7.2825048063	-3.494600492	6.929391e-03	1.418242e-02	-3.6079772927
GSCOC_T00041741001	3.560591e-01	3.0088088471	1.416125321	1.908672e-01	2.479201e-01	-6.3916148700
GSCOC_T00010174001	-3.560224e-01	5.4399911821	-3.505670874	6.810748e-03	1.397484e-02	-3.6274246969
GSCOC_T00027101001	-3.560042e-01	3.9977355644	-0.725182968	4.870207e-01	5.545412e-01	-7.3481022466
GSCOC_T00021810001	-3.559719e-01	6.2273636852	-2.816238006	2.044408e-02	3.582681e-02	-4.8032093245
GSCOC_T00012667001	3.558780e-01	9.3046325740	1.824790759	1.018009e-01	1.438512e-01	-6.0960110242
GSCOC_T00039514001	-3.558550e-01	5.5783445810	-2.415158907	3.928411e-02	6.295981e-02	-5.4348359867
GSCOC_T00023555001	3.558168e-01	6.0562669710	2.391650485	4.081891e-02	6.510658e-02	-5.4903678009
GSCOC_T00017838001	-3.556764e-01	2.4300300495	-1.853286368	9.731123e-02	1.383659e-01	-5.6579327826
GSCOC_T00030888001	-3.556208e-01	5.6936490844	-2.343434741	4.415534e-02	6.974294e-02	-5.5604809812
GSCOC_T00019115001	-3.556065e-01	4.4853195893	-1.856303623	9.684686e-02	1.378001e-01	-6.1246261599
GSCOC_T00024798001	3.552608e-01	4.6450196126	2.432967696	3.815976e-02	6.145857e-02	-5.2498663976
GSCOC_T00016725001	3.551831e-01	3.3081608506	1.745649226	1.153032e-01	1.603576e-01	-6.0114274612
GSCOC_T00019987001	3.551693e-01	5.8312476508	3.907939329	3.674412e-03	8.247833e-03	-3.0029582848
GSCOC_T00037403001	3.551326e-01	2.1464005501	1.209438798	2.577275e-01	3.216295e-01	-6.4429461920
GSCOC_T00038406001	3.551123e-01	3.6491536798	1.556303661	1.545369e-01	2.065150e-01	-6.3555380160
GSCOC_T00030814001	-3.550124e-01	3.5939304698	-2.275906261	4.928557e-02	7.674867e-02	-5.2737941435
GSCOC_T00026548001	3.549907e-01	1.4941140729	0.743654882	4.763123e-01	5.446403e-01	-6.7347932228
GSCOC_T00006920001	3.548950e-01	4.3769067989	1.930691487	8.603671e-02	1.243137e-01	-5.9831247455
GSCOC_T00016222001	-3.547428e-01	5.0363885706	-2.975597591	1.579989e-02	2.876181e-02	-4.4399148160
GSCOC_T00035437001	3.546428e-01	2.9816715624	1.193545196	2.635860e-01	3.280248e-01	-6.6550409589
GSCOC_T00023569001	3.545931e-01	6.8781677692	1.569496152	1.514557e-01	2.030797e-01	-6.7007052457
GSCOC_T00025850001	-3.545248e-01	6.3574410975	-3.203640896	1.096375e-02	2.103075e-02	-4.1602278728
GSCOC_T00008777001	-3.545208e-01	4.5468409124	-1.268781156	2.367874e-01	2.987529e-01	-6.9324479324
GSCOC_T00032606001	-3.544841e-01	4.5116785839	-1.983549389	7.906084e-02	1.153323e-01	-5.9386839896
GSCOC_T00034309001	3.544739e-01	3.2566076959	1.687724163	1.262142e-01	1.736817e-01	-6.0822935662
GSCOC_T00013989001	-3.544666e-01	3.3522069858	-2.261347817	5.046622e-02	7.831284e-02	-5.2410008829
GSCOC_T00015158001	3.544534e-01	0.8426184891	0.599077577	5.640995e-01	6.269339e-01	-6.6743221732
GSCOC_T00008675001	3.544155e-01	4.0704496998	3.317258466	9.155398e-03	1.801929e-02	-3.6733972843
GSCOC_T00020096001	-3.544136e-01	4.7891792048	-1.991507042	7.805847e-02	1.141287e-01	-5.9829168988
GSCOC_T00019892001	3.543959e-01	1.9151693342	1.489464935	1.710203e-01	2.254825e-01	-6.0417874557
GSCOC_T00039253001	3.542399e-01	5.0099909461	2.204703699	5.532959e-02	8.475366e-02	-5.6840235462
GSCOC_T00039301001	3.542381e-01	0.5180995403	1.005298449	3.413760e-01	4.102753e-01	-6.2650901749
GSCOC_T00013842001	-3.542260e-01	4.7956930426	-2.943556155	1.663786e-02	3.003245e-02	-4.4489642157
GSCOC_T00030045001	-3.541876e-01	5.2558952277	-2.517989002	3.321886e-02	5.452169e-02	-5.2280369440
GSCOC_T00024235001	3.541614e-01	5.0128216060	3.036845463	1.431678e-02	2.641600e-02	-4.3265772921
GSCOC_T00016575001	3.541129e-01	-0.6365528474	0.405273306	6.948727e-01	7.460250e-01	-6.4499980357
GSCOC_T00039163001	3.541124e-01	3.9712116313	2.951724565	1.641999e-02	2.969949e-02	-4.2529578092
GSCOC_T00019537001	-3.540898e-01	4.1018457728	-2.720434344	2.388609e-02	4.095385e-02	-4.6708087399
GSCOC_T00034958001	-3.539781e-01	5.9398836369	-3.532300968	6.533995e-03	1.348851e-02	-3.6217744138
GSCOC_T00021873001	-3.539107e-01	2.7600252466	-1.321895676	2.192620e-01	2.794172e-01	-6.4578342641
GSCOC_T00021850001	-3.538836e-01	5.4852376440	-2.994496774	1.532609e-02	2.803600e-02	-4.4732858980
GSCOC_T00015127001	-3.538781e-01	2.1756458579	-1.385909283	1.996076e-01	2.575885e-01	-6.2433211856
GSCOC_T00014622001	-3.537480e-01	3.4661612550	-2.405873402	3.988336e-02	6.381064e-02	-5.0358749282
GSCOC_T00004085001	-3.537473e-01	4.3165316175	-2.575953326	3.022281e-02	5.022413e-02	-4.9552173559
GSCOC_T00024307001	3.537032e-01	2.3488378024	0.969454421	3.579971e-01	4.273075e-01	-6.7453937491
GSCOC_T00008672001	-3.534971e-01	6.9976097484	-3.107504182	1.278270e-02	2.396339e-02	-4.2733045226
GSCOC_T00037021001	3.533924e-01	6.8180875673	1.170135618	2.724110e-01	3.377412e-01	-7.2060721388
GSCOC_T00032156001	-3.533172e-01	6.3400680955	-3.938006124	3.511789e-03	7.934892e-03	-2.9686597717
GSCOC_T00012084001	3.532691e-01	1.5709058191	1.281686802	2.324251e-01	2.937850e-01	-6.2187972167
GSCOC_T00004040001	-3.530433e-01	4.4312641503	-1.427139197	1.877645e-01	2.444513e-01	-6.7113652727
GSCOC_T00038452001	3.530263e-01	4.9361517796	2.496205813	3.442027e-02	5.615290e-02	-5.2026232014
GSCOC_T00027912001	-3.529984e-01	0.8205856813	-1.200730159	2.609243e-01	3.250757e-01	-6.1318651572
GSCOC_T00019064001	3.529137e-01	6.3846360657	3.676472216	5.227547e-03	1.114017e-02	-3.3793546461
GSCOC_T00036282001	3.528440e-01	3.4845633528	1.969488053	8.086212e-02	1.176383e-01	-5.7208188554
GSCOC_T00042110001	3.527893e-01	2.4385529106	1.537431155	1.590419e-01	2.117117e-01	-6.1012956034
GSCOC_T00022516001	-3.527708e-01	6.3231859335	-1.185335751	2.666541e-01	3.313959e-01	-7.2239484654
GSCOC_T00034230001	3.527311e-01	1.4037174862	1.432939719	1.861480e-01	2.426684e-01	-5.9898927425
GSCOC_T00028195001	3.526850e-01	3.3985247426	1.382538455	2.006037e-01	2.586772e-01	-6.5247550992
GSCOC_T00031820001	3.526336e-01	5.7844889035	2.989402848	1.545234e-02	2.823928e-02	-4.4984185731
GSCOC_T00034499001	-3.525771e-01	3.7579862922	-1.589655373	1.468535e-01	1.977680e-01	-6.3411162146
GSCOC_T00033997001	3.525400e-01	2.5126430967	1.189308894	2.651656e-01	3.296997e-01	-6.5515844154
GSCOC_T00029543001	3.525196e-01	5.4196356206	3.589038454	5.982993e-03	1.249614e-02	-3.4801593633
GSCOC_T00033127001	3.525195e-01	3.7123216688	2.110455335	6.445282e-02	9.662746e-02	-5.5567863079
GSCOC_T00025623001	3.525052e-01	5.8726953512	2.369165054	4.234257e-02	6.726098e-02	-5.5206328613
GSCOC_T00024666001	-3.523398e-01	3.4233218875	-1.183535974	2.673306e-01	3.321703e-01	-6.7741380065
GSCOC_T00023404001	-3.521007e-01	7.1346424631	-4.320798100	1.995446e-03	4.964342e-03	-2.3095584771
GSCOC_T00021407001	3.520886e-01	5.1519379295	2.270506687	4.972026e-02	7.731594e-02	-5.6029936605
GSCOC_T00017982001	3.518911e-01	5.6349483417	2.675356112	2.570394e-02	4.366162e-02	-5.0055272033
GSCOC_T00017846001	3.518889e-01	5.2764312742	3.434377427	7.613875e-03	1.535276e-02	-3.7137006038
GSCOC_T00001103001	3.517233e-01	4.2109715143	2.766603385	2.215927e-02	3.835599e-02	-4.6118612209
GSCOC_T00001816001	3.516719e-01	7.6692121174	2.407856710	3.975461e-02	6.362646e-02	-5.3524467317
GSCOC_T00038848001	-3.516633e-01	6.0134288921	-1.892373877	9.145436e-02	1.309758e-01	-6.2788330240
GSCOC_T00003903001	3.516620e-01	6.7247185301	3.643709136	5.498133e-03	1.163131e-02	-3.4140307570
GSCOC_T00019500001	-3.516485e-01	7.4096298698	-3.409504117	7.916909e-03	1.588317e-02	-3.7336060923
GSCOC_T00024415001	-3.515803e-01	4.5000595164	-3.126054666	1.240882e-02	2.337517e-02	-4.0881580024
GSCOC_T00029639001	3.515602e-01	6.0730242533	3.478776181	7.102758e-03	1.448960e-02	-3.7041679250
GSCOC_T00028427001	3.514483e-01	7.1879753325	1.471275642	1.757663e-01	2.307946e-01	-6.8033788095
GSCOC_T00043215001	3.513179e-01	5.6057870222	3.246614348	1.023962e-02	1.984771e-02	-4.0601333742
GSCOC_T00021709001	3.511756e-01	8.5714477656	1.142566365	2.831072e-01	3.491474e-01	-7.0633764534
GSCOC_T00023220001	-3.510121e-01	5.3200572426	-2.566582002	3.068812e-02	5.086442e-02	-5.1576746910
GSCOC_T00017745001	3.509350e-01	5.6218988245	3.006890792	1.502333e-02	2.755778e-02	-4.4572430703
GSCOC_T00019119001	3.509121e-01	5.9406154885	3.290793267	9.546855e-03	1.867358e-02	-4.0089686795
GSCOC_T00039210001	3.508099e-01	5.5819217614	3.149996302	1.194296e-02	2.263463e-02	-4.2171097283
GSCOC_T00002079001	-3.507787e-01	3.8196133112	-2.230556354	5.305551e-02	8.169927e-02	-5.3986980885
GSCOC_T00035824001	3.505786e-01	2.2832636507	1.552958272	1.553271e-01	2.074436e-01	-6.0445536090
GSCOC_T00019238001	3.505134e-01	6.7752230216	2.972814835	1.587092e-02	2.886296e-02	-4.5113219732
GSCOC_T00034969001	-3.504327e-01	6.7559732650	-2.305085194	4.700044e-02	7.362627e-02	-5.6107586100
GSCOC_T00036323001	-3.502654e-01	2.4471101980	-1.843972691	9.875784e-02	1.401027e-01	-5.6756073903
GSCOC_T00033687001	3.501873e-01	5.4716788536	2.478133732	3.544993e-02	5.759109e-02	-5.3119304324
GSCOC_T00037875001	-3.501727e-01	4.7833391524	-3.029634413	1.448368e-02	2.667798e-02	-4.3043692223
GSCOC_T00035492001	-3.500422e-01	5.0570487260	-2.112489058	6.424136e-02	9.638603e-02	-5.8451226914
GSCOC_T00042242001	-3.500172e-01	5.9064982025	-2.151745685	6.028889e-02	9.127924e-02	-5.8770754418
GSCOC_T00025989001	-3.499801e-01	5.2558139021	-1.695198038	1.247550e-01	1.718892e-01	-6.5019686156
GSCOC_T00017467001	-3.498572e-01	2.9278131086	-2.099631882	6.558958e-02	9.812681e-02	-5.3983893371
GSCOC_T00023200001	3.498087e-01	5.8868004751	1.990009399	7.824619e-02	1.143674e-01	-6.1183483622
GSCOC_T00020097001	-3.495847e-01	6.3989292745	-3.089025881	1.316671e-02	2.458453e-02	-4.3479094007
GSCOC_T00029791001	-3.494997e-01	5.2650781064	-1.581143839	1.487811e-01	1.999414e-01	-6.6626456999
GSCOC_T00034348001	-3.492801e-01	6.9621561067	-3.147985124	1.198139e-02	2.269134e-02	-4.2099484059
GSCOC_T00021272001	-3.492001e-01	7.0557459147	-2.390392588	4.090269e-02	6.521399e-02	-5.4456232394
GSCOC_T00007371001	-3.491447e-01	2.4450864946	-0.958941968	3.629838e-01	4.322665e-01	-6.7832342019
GSCOC_T00026912001	-3.490624e-01	1.5393609931	-1.271930253	2.357167e-01	2.975629e-01	-6.2305199394
GSCOC_T00026079001	-3.490282e-01	10.9316623901	-2.433706629	3.811380e-02	6.139516e-02	-4.9837298557
GSCOC_T00020691001	-3.489479e-01	5.6807582401	-1.985239689	7.884690e-02	1.150922e-01	-6.1222082937
GSCOC_T00040777001	-3.487198e-01	4.6345253575	-2.366058544	4.255745e-02	6.755634e-02	-5.3627793564
GSCOC_T00014849001	-3.486603e-01	6.6442456850	-4.454017415	1.647182e-03	4.229073e-03	-2.1489840983
GSCOC_T00016224001	3.486538e-01	5.0486764308	2.727094378	2.362879e-02	4.058725e-02	-4.8441237021
GSCOC_T00004280001	-3.486357e-01	3.8248280681	-1.410829294	1.923748e-01	2.495139e-01	-6.5942142265
GSCOC_T00014807001	-3.485756e-01	4.6371839320	-2.013518063	7.534876e-02	1.107829e-01	-5.9188115818
GSCOC_T00010774001	-3.483432e-01	3.8319163944	-1.877057345	9.370872e-02	1.339065e-01	-5.9463911318
GSCOC_T00011427001	-3.483243e-01	5.9291831305	-2.605708896	2.879188e-02	4.812741e-02	-5.1468526472
GSCOC_T00039780001	3.482981e-01	4.2212095301	2.963574991	1.610911e-02	2.922812e-02	-4.2894159715
GSCOC_T00002205001	-3.482903e-01	3.6586590913	-0.960643360	3.621732e-01	4.315547e-01	-7.0639397901
GSCOC_T00001430001	3.482120e-01	4.1170243584	2.540106535	3.204199e-02	5.283165e-02	-4.9622361165
GSCOC_T00019888001	-3.481929e-01	5.9233777869	-3.633880682	5.582151e-03	1.177886e-02	-3.4562203274
GSCOC_T00003228001	-3.481207e-01	6.2434087551	-1.350348530	2.103319e-01	2.696571e-01	-7.0288454159
GSCOC_T00023492001	-3.481117e-01	5.2837106507	-2.040987087	7.209331e-02	1.065588e-01	-5.9919356436
GSCOC_T00038616001	-3.480764e-01	6.0884925716	-3.304487833	9.342162e-03	1.834122e-02	-3.9976432679
GSCOC_T00037145001	-3.480365e-01	5.6542084555	-3.303350945	9.358980e-03	1.836769e-02	-3.9804913143
GSCOC_T00014678001	3.479223e-01	3.4468091595	1.471704732	1.756531e-01	2.306620e-01	-6.4215626611
GSCOC_T00013295001	3.479111e-01	1.6799484855	1.362856557	2.065051e-01	2.653291e-01	-6.1468685840
GSCOC_T00024582001	3.479054e-01	4.6614682142	2.268756131	4.986200e-02	7.749409e-02	-5.5171910447
GSCOC_T00042322001	-3.477586e-01	4.4092942678	-1.441321212	1.838337e-01	2.400583e-01	-6.6883894001
GSCOC_T00005119001	-3.476907e-01	5.4545396776	-3.142561093	1.208566e-02	2.286331e-02	-4.2252563855
GSCOC_T00029706001	3.475689e-01	5.9989804018	1.617204113	1.407674e-01	1.907416e-01	-6.6679940223
GSCOC_T00027029001	3.475500e-01	6.0896030620	3.798693055	4.335783e-03	9.496702e-03	-3.1863566141
GSCOC_T00034551001	3.475396e-01	2.6871984285	1.570058051	1.513257e-01	2.029562e-01	-6.1142728163
GSCOC_T00038024001	-3.472370e-01	8.0306023943	-3.459114370	7.324523e-03	1.488020e-02	-3.5898259106
GSCOC_T00018656001	3.472060e-01	3.9367766778	1.569105505	1.515461e-01	2.031497e-01	-6.4050941642
GSCOC_T00028371001	3.471738e-01	5.9647964031	2.971750227	1.589817e-02	2.890408e-02	-4.5363366858
GSCOC_T00029376001	3.471368e-01	6.8667350786	0.991986102	3.474802e-01	4.165121e-01	-7.3910226983
GSCOC_T00022760001	3.470670e-01	3.4242824418	1.680792033	1.275815e-01	1.752827e-01	-6.1310397906
GSCOC_T00035394001	3.469670e-01	6.3856725496	2.808609915	2.069861e-02	3.621045e-02	-4.8048419751
GSCOC_T00015418001	-3.469530e-01	5.9426960174	-4.373749695	1.848405e-03	4.656683e-03	-2.2873284281
GSCOC_T00036547001	-3.469197e-01	2.1161885283	-0.379016360	7.135850e-01	7.625625e-01	-7.1121707551
GSCOC_T00036014001	-3.469082e-01	5.6541714458	-2.707079511	2.441063e-02	4.173437e-02	-4.9645329762
GSCOC_T00011979001	3.468745e-01	1.5506110675	1.560488795	1.535534e-01	2.053833e-01	-5.8585706625
GSCOC_T00008652001	-3.467248e-01	0.1041203988	-0.731268957	4.834758e-01	5.512781e-01	-6.4160772904
GSCOC_T00014946001	3.467192e-01	4.6546186505	2.001781318	7.678224e-02	1.125625e-01	-5.9335775240
GSCOC_T00023616001	-3.466875e-01	7.5266661120	-3.978030709	3.307057e-03	7.544438e-03	-2.8046435605
GSCOC_T00036176001	3.465697e-01	5.4297986210	1.198393306	2.617876e-01	3.260642e-01	-7.1595785083
GSCOC_T00011044001	-3.465157e-01	1.6575453676	-1.466796249	1.769527e-01	2.322217e-01	-6.0171136235
GSCOC_T00017043001	-3.464595e-01	3.7671134269	-1.771710476	1.106835e-01	1.547398e-01	-6.0860336433
GSCOC_T00015051001	-3.464242e-01	3.5940420000	-2.574826638	3.027837e-02	5.030139e-02	-4.7913123669
GSCOC_T00016645001	3.463881e-01	1.9722303370	1.415037399	1.911760e-01	2.482177e-01	-6.1522609752
GSCOC_T00026857001	3.463430e-01	5.8135719263	2.182559026	5.735301e-02	8.743475e-02	-5.8153556940
GSCOC_T00001110001	3.463222e-01	1.3051443048	0.672125336	5.186180e-01	5.844942e-01	-6.7404598805
GSCOC_T00029502001	3.463175e-01	4.4836560447	1.784446249	1.084889e-01	1.520588e-01	-6.2232991309
GSCOC_T00035308001	-3.462817e-01	4.0458422824	-3.088161603	1.318496e-02	2.461123e-02	-4.0518189284
GSCOC_T00022228001	3.462593e-01	6.0296499614	3.876833730	3.851083e-03	8.562733e-03	-3.0603610405
GSCOC_T00036805001	-3.462020e-01	4.5625219340	-2.096066719	6.596825e-02	9.857482e-02	-5.7759224258
GSCOC_T00024258001	-3.461622e-01	5.6277687487	-4.017698407	3.116610e-03	7.185486e-03	-2.8240278667
GSCOC_T00040857001	3.461568e-01	2.8431430097	1.630978055	1.378107e-01	1.873470e-01	-6.0663729445
GSCOC_T00019126001	-3.455784e-01	7.9858684521	-1.309977432	2.230966e-01	2.835877e-01	-6.9267676083
GSCOC_T00034369001	-3.455563e-01	6.5340163976	-1.745665881	1.153002e-01	1.603576e-01	-6.4839420540
GSCOC_T00022846001	-3.455557e-01	6.1332882887	-2.727946066	2.359609e-02	4.054227e-02	-4.9495718124
GSCOC_T00033622001	3.455406e-01	5.2907343825	2.177099295	5.786286e-02	8.811354e-02	-5.7718460516
GSCOC_T00009601001	3.455121e-01	7.9455245829	1.477357232	1.741668e-01	2.289680e-01	-6.7180309377
GSCOC_T00022020001	3.453952e-01	7.1801916440	2.831269268	1.995184e-02	3.508486e-02	-4.7089229351
GSCOC_T00031700001	-3.453043e-01	4.7684078148	-2.045350679	7.158875e-02	1.058969e-01	-5.8961724631
GSCOC_T00001122001	3.449958e-01	5.1829679782	1.417444494	1.904932e-01	2.475205e-01	-6.8590211573
GSCOC_T00014694001	-3.449482e-01	6.7149778237	-2.508770892	3.372206e-02	5.519714e-02	-5.2847365128
GSCOC_T00031176001	-3.449349e-01	5.9875312474	-2.510549571	3.362437e-02	5.507588e-02	-5.3042568317
GSCOC_T00016302001	-3.449296e-01	3.5177681017	-2.099284790	6.562635e-02	9.817395e-02	-5.5340947525
GSCOC_T00014434001	-3.449202e-01	7.3406774141	-0.717473023	4.915353e-01	5.590338e-01	-7.5870222430
GSCOC_T00026332001	-3.447752e-01	8.2602378783	-1.832976050	1.004918e-01	1.423246e-01	-6.1893541314
GSCOC_T00001661001	-3.447018e-01	5.7235564162	-2.511006017	3.359935e-02	5.504455e-02	-5.2914240138
GSCOC_T00031448001	3.446395e-01	4.0815370904	2.489270754	3.481181e-02	5.667773e-02	-5.0370890123
GSCOC_T00041045001	-3.446194e-01	5.7744617202	-2.955361738	1.632393e-02	2.956296e-02	-4.5633091257
GSCOC_T00038102001	-3.446182e-01	6.5052459871	-1.600059970	1.445276e-01	1.950438e-01	-6.6912318918
GSCOC_T00018776001	-3.445728e-01	4.6306512494	-2.296557078	4.765731e-02	7.453641e-02	-5.4734869643
GSCOC_T00021529001	3.445617e-01	4.1567395464	1.416019297	1.908972e-01	2.479420e-01	-6.6579247532
GSCOC_T00034795001	-3.445370e-01	6.9415112561	-1.210749367	2.572491e-01	3.211185e-01	-7.1530461614
GSCOC_T00005293001	-3.443718e-01	4.1855619967	-1.907365389	8.929743e-02	1.282805e-01	-5.9832232389
GSCOC_T00019195001	-3.443652e-01	6.0801563480	-3.324811078	9.046781e-03	1.782776e-02	-3.9641824883
GSCOC_T00008123001	-3.443191e-01	6.7287424273	-0.975958882	3.549371e-01	4.242790e-01	-7.4230607354
GSCOC_T00025852001	-3.442093e-01	2.6434271501	-1.446958248	1.822914e-01	2.382954e-01	-6.2732223456
GSCOC_T00019088001	-3.440769e-01	4.1383695198	-2.475775310	3.558655e-02	5.775776e-02	-5.0790450155
GSCOC_T00043016001	-3.440366e-01	5.6878155420	-3.277060289	9.756817e-03	1.903441e-02	-4.0265096660
GSCOC_T00041581001	-3.440227e-01	6.8407074232	-3.244659450	1.027146e-02	1.989909e-02	-4.0618480650
GSCOC_T00026381001	3.439030e-01	5.5448473512	3.462315777	7.287925e-03	1.481336e-02	-3.7005547042
GSCOC_T00019213001	-3.438560e-01	6.4208120198	-1.618292735	1.405317e-01	1.904774e-01	-6.6701305108
GSCOC_T00005975001	-3.438287e-01	7.3524862780	-1.418242055	1.902674e-01	2.472444e-01	-6.8567297876
GSCOC_T00041803001	3.437812e-01	6.9550013465	3.501229354	6.858091e-03	1.405498e-02	-3.6271230146
GSCOC_T00022158001	3.435544e-01	1.3665102726	0.982366454	3.519417e-01	4.211569e-01	-6.4939396798
GSCOC_T00027357001	3.434710e-01	5.7342187256	3.829716204	4.136040e-03	9.112663e-03	-3.1221315168
GSCOC_T00025183001	-3.432974e-01	7.1053164901	-3.084580180	1.326087e-02	2.474054e-02	-4.3002749325
GSCOC_T00032483001	-3.432820e-01	7.3120077993	-1.689354226	1.258946e-01	1.732803e-01	-6.4937006172
GSCOC_T00004579001	3.429332e-01	3.8273327206	2.355697579	4.328200e-02	6.856075e-02	-5.1952146541
GSCOC_T00042603001	-3.429050e-01	4.7421242658	-2.842774193	1.958326e-02	3.452780e-02	-4.6049067483
GSCOC_T00032456001	-3.428551e-01	4.0867003839	-3.038403015	1.428099e-02	2.636187e-02	-4.1432518938
GSCOC_T00020141001	3.428087e-01	7.4148570763	1.598809168	1.448055e-01	1.953623e-01	-6.6085654655
GSCOC_T00029053001	-3.427064e-01	5.9660730220	-2.245445529	5.178760e-02	8.005058e-02	-5.7309365203
GSCOC_T00022357001	-3.426897e-01	5.0824528700	-3.716545106	4.915546e-03	1.055723e-02	-3.2342062039
GSCOC_T00008931001	3.425911e-01	3.3000389690	1.890885319	9.167119e-02	1.312360e-01	-5.7967294178
GSCOC_T00023737001	3.425504e-01	5.3068235840	1.952497898	8.309074e-02	1.205549e-01	-6.1218618731
GSCOC_T00010027001	-3.425204e-01	2.0695723801	-1.818789915	1.027707e-01	1.450570e-01	-5.6263782682
GSCOC_T00033804001	3.425090e-01	1.5044786801	1.605218449	1.433868e-01	1.937347e-01	-5.7864098508
GSCOC_T00036509001	-3.424814e-01	2.6389321643	-1.515700145	1.643735e-01	2.178421e-01	-6.1818544748
GSCOC_T00030513001	-3.424114e-01	5.2727459757	-4.279076389	2.120102e-03	5.210382e-03	-2.3742185461
GSCOC_T00014475001	-3.423238e-01	6.2641321110	-2.791354978	2.128635e-02	3.705461e-02	-4.8437491361
GSCOC_T00039157001	3.422928e-01	4.7064488149	2.608848080	2.864496e-02	4.792275e-02	-4.9758385886
GSCOC_T00034974001	-3.422752e-01	4.3854578073	-0.723987875	4.877188e-01	5.552683e-01	-7.4367745303
GSCOC_T00011285001	3.422540e-01	5.2935151431	1.487340819	1.715686e-01	2.261113e-01	-6.7842831022
GSCOC_T00036646001	-3.422250e-01	4.9299207502	-3.091529253	1.311400e-02	2.449836e-02	-4.2296886988
GSCOC_T00022136001	-3.421460e-01	4.3325937378	-0.530632547	6.086940e-01	6.684177e-01	-7.5539908889
GSCOC_T00005122001	-3.419955e-01	6.1859571328	-3.876997405	3.850130e-03	8.562573e-03	-3.0687767360
GSCOC_T00018770001	3.419261e-01	6.5502329645	2.175516751	5.801147e-02	8.831102e-02	-5.8250302548
GSCOC_T00020283001	3.419146e-01	1.7392194565	1.347844637	2.111052e-01	2.704813e-01	-6.1801100751
GSCOC_T00009933001	-3.418003e-01	2.8314644041	-0.683693928	5.116236e-01	5.779504e-01	-7.1054386037
GSCOC_T00039627001	3.417881e-01	5.2067105023	3.213126956	1.079945e-02	2.076040e-02	-4.0672178092
